,t1_towerKills,t1_inhibitorKills,t1_dragonKills,t1_baronKills,t2_towerKills,t2_inhibitorKills,t2_dragonKills,t2_baronKills,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,winner
7246,10,3,4,1,2,0,0,0,1,1,1,1,1,2,1
7247,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
7248,1,0,0,0,7,0,2,1,2,2,0,2,2,0,2
7249,11,3,2,0,2,0,1,0,1,1,1,0,2,0,1
7250,5,0,5,0,10,3,0,2,2,1,2,2,1,0,2
7251,11,3,2,0,2,0,1,0,2,1,1,0,2,1,1
7252,5,0,2,0,10,1,1,1,2,1,2,2,2,0,2
7253,10,2,1,0,0,0,0,0,1,1,1,0,1,0,1
7254,0,0,0,0,5,0,1,0,2,2,0,0,2,0,2
7255,2,0,1,1,7,1,1,0,1,1,2,1,1,2,2
7256,9,1,1,2,6,0,3,0,2,2,1,1,2,2,1
7257,8,1,1,1,6,1,2,1,1,1,2,2,2,0,1
7258,0,0,0,0,9,1,2,0,2,2,2,0,2,2,2
7259,10,2,2,0,0,0,1,0,2,1,1,0,1,0,1
7260,0,0,0,0,11,3,3,1,2,2,2,2,2,0,2
7261,9,1,3,1,3,0,0,0,2,1,1,1,1,1,1
7262,8,2,2,1,8,2,3,2,2,2,1,2,1,2,1
7263,11,4,2,1,7,1,2,0,2,2,1,1,1,0,2
7264,5,1,2,2,9,2,3,1,2,2,2,1,2,2,2
7265,11,3,4,1,1,0,0,0,2,1,1,1,1,0,1
7266,3,0,3,0,7,1,2,0,1,1,2,0,2,0,2
7267,1,0,1,0,8,2,2,1,2,2,2,2,1,0,2
7268,8,1,1,0,0,0,0,0,1,1,1,0,1,0,1
7269,5,0,0,0,2,0,2,0,1,1,0,0,2,0,1
7270,4,0,1,0,9,1,3,2,2,2,2,2,1,2,2
7271,8,1,3,1,11,4,2,1,2,2,2,2,2,0,1
7272,11,2,1,1,3,0,1,0,1,1,1,1,1,1,1
7273,7,1,2,1,11,8,3,2,2,2,2,1,1,0,2
7274,7,0,1,0,9,1,2,1,1,1,2,2,1,0,2
7275,1,0,1,0,7,0,1,0,2,2,0,0,1,0,2
7276,10,2,2,1,3,0,2,0,2,2,1,1,1,0,1
7277,6,0,1,0,11,3,3,2,2,1,2,2,1,2,2
7278,7,0,3,1,7,1,0,1,1,1,2,1,1,1,2
7279,6,0,1,0,7,1,2,0,1,1,2,0,2,0,2
7280,5,0,0,0,11,6,4,1,2,1,2,2,2,2,2
7281,3,0,2,3,10,2,3,0,2,2,2,1,1,2,2
7282,0,0,0,0,8,2,1,0,2,2,2,0,2,1,2
7283,10,2,2,1,1,0,0,0,1,1,1,1,1,1,1
7284,3,0,0,0,7,0,3,0,2,2,0,0,2,2,2
7285,0,0,0,0,11,4,4,1,1,2,2,2,2,0,2
7286,10,4,3,2,6,0,1,0,1,2,1,1,2,0,1
7287,3,0,1,0,4,0,2,0,2,2,0,0,2,1,2
7288,1,0,0,0,9,1,3,1,2,1,2,2,2,0,2
7289,9,3,0,0,2,0,3,0,2,1,1,0,2,1,1
7290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7291,3,0,2,0,1,0,0,0,1,1,0,0,1,0,1
7292,8,1,2,0,5,0,2,2,1,2,1,2,1,1,1
7293,2,0,0,0,9,1,4,1,1,2,2,2,2,0,2
7294,2,0,1,0,1,0,0,0,2,1,0,0,1,0,1
7295,10,2,2,0,1,0,0,0,1,1,1,0,1,0,1
7296,10,2,2,1,3,0,1,0,1,1,1,1,2,0,1
7297,8,1,2,0,2,0,1,0,2,2,1,0,1,0,1
7298,10,2,3,1,1,0,0,0,2,1,1,1,1,0,1
7299,2,0,0,0,3,0,2,0,1,1,0,0,2,0,2
7300,7,1,3,1,10,2,1,1,2,1,1,1,1,1,2
7301,6,1,0,0,0,0,0,0,1,1,1,0,0,0,1
7302,10,2,3,1,3,0,0,0,2,1,1,1,1,1,1
7303,8,1,3,1,6,0,1,0,2,2,1,1,2,2,1
7304,9,3,2,0,4,0,1,0,1,1,1,0,1,0,1
7305,9,2,2,0,0,0,0,0,2,1,1,0,1,0,1
7306,9,3,1,2,8,1,3,1,1,2,1,1,2,0,1
7307,2,0,1,0,1,0,0,0,1,2,0,0,1,0,1
7308,6,1,1,0,7,1,3,1,1,1,1,2,2,0,2
7309,4,1,0,0,10,2,3,1,2,2,1,2,2,0,2
7310,9,2,2,0,0,0,0,0,1,1,1,0,1,1,1
7311,9,1,3,1,3,0,1,1,2,2,1,2,1,0,1
7312,9,2,2,1,2,0,0,0,2,1,1,1,1,0,1
7313,9,1,1,0,7,1,3,2,2,2,2,2,2,0,1
7314,11,4,3,1,2,0,1,0,1,1,1,1,1,1,1
7315,10,2,1,0,2,0,0,0,1,1,1,0,1,0,1
7316,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
7317,11,4,3,1,1,0,0,0,1,2,1,1,1,0,1
7318,7,0,1,0,1,0,1,0,1,1,0,0,2,0,1
7319,11,4,3,1,1,0,1,0,1,2,1,1,2,1,1
7320,5,0,3,1,1,0,0,0,1,1,0,1,1,1,1
7321,4,0,2,0,0,0,0,0,1,1,0,0,1,1,1
7322,9,2,3,0,1,0,0,0,1,1,1,0,1,2,1
7323,0,0,0,0,4,0,1,0,1,2,0,0,2,2,2
7324,0,0,0,0,8,1,2,0,2,2,2,0,2,2,2
7325,2,0,0,0,6,0,2,0,1,2,0,0,2,0,2
7326,11,3,2,0,3,0,0,0,2,1,1,0,1,0,1
7327,4,0,2,0,0,0,0,0,2,1,0,0,1,1,1
7328,2,0,3,0,11,3,0,0,2,2,2,0,1,1,2
7329,5,1,0,0,10,2,3,2,1,1,1,2,2,1,2
7330,10,3,4,1,6,0,1,2,1,2,1,2,1,1,1
7331,11,3,4,0,4,0,0,0,1,1,1,0,1,0,1
7332,2,0,1,0,7,1,1,0,1,2,2,0,2,2,2
7333,4,0,0,0,10,2,3,1,2,2,2,2,2,2,2
7334,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1
7335,5,1,0,1,6,0,2,0,1,2,1,1,2,0,1
7336,1,0,0,0,10,2,2,0,1,2,2,0,2,2,2
7337,2,0,1,1,11,3,2,0,2,2,2,1,2,1,2
7338,10,2,3,0,5,0,1,2,1,2,1,2,2,2,1
7339,10,2,2,2,4,0,1,0,1,1,1,1,2,0,1
7340,5,0,2,0,11,3,2,1,1,1,2,2,2,0,2
7341,6,1,1,1,11,3,3,1,1,1,1,1,1,1,2
7342,1,0,1,0,4,0,1,1,2,2,0,2,1,2,2
7343,3,0,2,0,0,0,0,0,1,1,0,0,1,0,1
7344,6,1,2,0,0,0,0,0,1,1,1,0,1,0,1
7345,8,1,3,0,3,0,0,0,2,2,1,0,1,0,1
7346,10,2,0,1,4,0,4,0,1,1,1,1,2,0,1
7347,10,2,2,0,3,0,0,0,1,1,1,0,1,0,1
7348,1,0,0,0,6,1,3,0,2,1,2,0,2,0,2
7349,6,0,1,0,11,3,1,1,1,1,2,2,2,0,2
7350,10,2,2,0,1,0,0,0,1,1,1,0,1,1,1
7351,6,1,1,0,0,0,0,0,2,1,1,0,1,0,1
7352,1,0,0,0,6,0,4,1,1,2,0,2,2,1,2
7353,7,1,1,0,3,0,2,0,1,2,1,0,2,0,1
7354,3,0,0,0,8,1,2,1,1,2,2,2,2,0,2
7355,8,1,1,0,1,0,1,0,1,1,1,0,1,2,1
7356,4,0,2,1,8,1,2,1,1,1,2,1,2,1,2
7357,4,0,0,0,9,3,3,1,1,2,2,2,2,0,2
7358,2,0,2,0,7,1,1,0,1,1,2,0,1,0,2
7359,4,0,0,0,0,0,1,0,2,1,0,0,2,0,1
7360,4,0,2,0,9,2,1,1,1,2,2,2,1,0,2
7361,1,0,0,0,10,3,2,1,2,2,2,2,2,2,2
7362,10,2,4,1,1,0,0,0,2,1,1,1,1,0,1
7363,10,2,2,0,0,0,0,0,1,1,1,0,1,0,1
7364,5,0,3,0,11,4,2,1,2,1,2,2,1,1,2
7365,9,1,1,0,2,0,0,0,1,1,1,0,1,0,1
7366,0,0,0,0,11,3,3,1,2,2,2,2,2,2,2
7367,4,0,2,0,5,1,1,1,2,2,2,2,1,2,2
7368,4,0,1,0,8,1,2,1,1,1,2,2,1,0,2
7369,2,0,1,0,10,2,2,0,1,2,2,0,2,0,2
7370,0,0,0,0,8,1,3,1,2,2,2,2,2,2,2
7371,4,0,3,0,11,4,2,1,1,2,2,2,2,2,2
7372,3,0,0,0,11,4,4,1,1,1,2,2,2,0,2
7373,1,0,1,0,9,2,2,1,2,2,2,2,2,2,2
7374,3,0,3,0,10,3,1,1,1,2,2,2,2,0,2
7375,10,2,1,2,3,0,3,0,2,1,1,1,2,0,1
7376,4,0,0,0,9,1,4,1,1,1,2,2,2,0,2
7377,11,5,3,1,10,3,1,2,2,1,1,1,1,1,1
7378,0,0,0,0,3,0,1,0,2,2,0,0,2,0,2
7379,2,0,0,0,7,1,2,0,1,2,2,0,2,1,2
7380,9,1,1,1,1,0,0,0,2,1,1,1,1,1,1
7381,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
7382,9,2,1,0,3,0,4,0,2,2,1,0,2,0,1
7383,8,3,1,1,10,5,3,1,2,2,2,2,2,2,2
7384,3,0,2,0,11,3,1,1,2,1,2,2,1,1,2
7385,5,0,2,0,11,4,1,1,1,1,2,2,1,1,2
7386,0,0,0,0,9,3,3,0,2,2,2,0,2,0,2
7387,3,0,1,0,7,1,1,1,1,1,2,2,1,0,2
7388,8,1,3,1,10,2,1,1,1,1,2,2,1,2,1
7389,0,0,0,0,10,1,3,0,2,2,2,0,2,2,2
7390,7,1,3,0,0,0,0,0,2,1,1,0,1,0,1
7391,1,0,2,0,10,2,2,0,1,2,2,0,1,0,2
7392,1,0,0,0,6,1,2,0,2,1,2,0,2,0,2
7393,3,0,1,0,7,1,2,1,1,2,2,2,1,2,2
7394,3,0,2,0,11,6,2,2,2,1,2,2,1,1,2
7395,9,3,2,0,3,0,0,0,2,1,1,0,1,0,1
7396,6,1,3,1,11,2,3,1,1,1,2,1,1,1,2
7397,3,0,2,0,1,0,0,0,1,2,0,0,1,0,1
7398,2,0,1,0,11,3,0,0,2,2,2,0,1,2,2
7399,6,0,1,0,1,0,0,0,1,1,0,0,1,0,1
7400,8,3,2,1,1,0,0,0,2,1,1,1,1,0,1
7401,0,0,1,0,10,3,2,0,2,2,2,0,1,0,2
7402,11,4,2,2,3,0,1,0,1,2,1,1,1,1,1
7403,3,0,1,0,0,0,0,0,1,1,0,0,1,0,1
7404,5,1,1,1,1,0,0,0,1,1,1,1,1,1,1
7405,9,1,1,0,8,1,4,2,2,2,2,2,2,2,1
7406,1,0,0,0,10,2,1,1,2,2,2,2,2,0,2
7407,9,1,2,1,3,0,1,0,1,2,1,1,2,2,1
7408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7409,6,1,3,2,2,0,2,0,1,1,1,1,2,0,1
7410,8,1,2,1,2,0,0,0,1,1,1,1,1,1,1
7411,9,3,4,2,4,1,1,0,1,2,2,1,1,0,1
7412,1,0,1,0,9,2,1,0,2,2,2,0,1,0,2
7413,11,3,0,1,4,0,3,0,2,2,1,1,2,2,1
7414,2,0,0,0,10,2,4,2,2,2,2,2,2,2,2
7415,10,3,4,1,8,2,2,1,1,2,2,2,1,0,1
7416,2,0,0,0,11,5,5,1,2,2,2,2,2,0,2
7417,0,0,1,0,5,0,1,0,2,2,0,0,1,2,2
7418,2,0,1,0,9,2,1,1,2,1,2,2,1,0,2
7419,11,2,2,0,0,0,0,0,1,1,1,0,1,0,1
7420,2,0,0,0,11,3,4,1,1,2,2,2,2,0,2
7421,5,0,3,0,7,1,0,1,1,1,2,2,1,1,2
7422,9,1,3,0,0,0,0,0,2,1,1,0,1,0,1
7423,0,0,0,0,11,3,2,1,2,2,2,2,2,2,2
7424,4,0,2,0,2,0,0,0,2,1,0,0,1,1,1
7425,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
7426,2,0,0,0,10,2,3,1,1,2,2,2,2,0,2
7427,9,1,1,1,5,0,3,0,1,1,1,1,2,0,1
7428,9,1,1,1,3,0,3,1,1,1,1,2,2,2,1
7429,4,0,0,1,2,0,2,0,2,1,0,1,2,0,1
7430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7431,3,0,1,0,0,0,0,0,1,1,0,0,1,0,1
7432,6,0,2,1,9,1,1,0,2,1,2,1,1,0,2
7433,1,0,0,0,7,2,3,0,2,2,2,0,2,2,2
7434,2,0,0,0,7,0,1,0,1,2,0,0,2,2,2
7435,11,3,2,0,0,0,0,0,1,1,1,0,1,1,1
7436,10,2,1,1,2,0,1,0,1,1,1,1,1,1,1
7437,6,0,2,0,10,3,3,2,1,2,2,2,2,2,2
7438,3,0,1,0,2,0,0,0,1,1,0,0,1,0,1
7439,9,1,2,0,1,0,0,0,1,1,1,0,1,1,1
7440,0,0,0,0,9,2,2,0,2,2,2,0,2,0,2
7441,0,0,0,0,10,2,3,0,1,2,2,0,2,0,2
7442,8,2,1,2,7,1,2,0,2,2,2,1,2,2,1
7443,10,2,3,1,3,0,0,0,2,1,1,1,1,1,1
7444,6,0,0,0,10,3,3,2,2,1,2,2,2,0,2
7445,4,0,0,0,0,0,1,0,1,1,0,0,2,1,1
7446,1,0,1,0,7,1,2,1,2,2,2,2,2,0,2
7447,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
7448,4,0,1,0,1,0,1,0,1,1,0,0,2,0,1
7449,10,2,3,1,10,2,1,1,2,2,2,2,1,0,1
7450,8,1,4,2,5,0,0,0,2,1,1,1,1,0,1
7451,5,1,1,0,1,0,1,0,1,1,1,0,2,0,1
7452,11,4,3,1,1,0,0,0,1,1,1,1,1,1,1
7453,11,3,2,0,0,0,0,0,1,1,1,0,1,0,1
7454,0,0,0,0,6,1,1,0,2,2,2,0,2,2,2
7455,2,0,1,0,11,2,3,0,2,2,2,0,2,0,2
7456,9,1,2,1,3,0,0,0,2,2,1,1,1,0,1
7457,6,1,2,2,7,3,2,0,2,2,2,1,2,0,1
7458,4,0,0,1,9,2,2,0,2,2,2,1,2,2,2
7459,3,0,1,0,5,0,2,0,1,1,0,0,2,2,2
7460,9,1,4,0,5,0,0,1,2,2,1,2,1,0,1
7461,2,0,1,0,10,2,2,0,2,1,2,0,2,0,2
7462,1,0,1,0,9,2,0,0,1,2,2,0,1,2,2
7463,1,0,0,0,7,1,3,1,2,2,2,2,2,1,2
7464,10,3,1,0,5,0,3,1,2,1,1,2,2,0,1
7465,9,4,4,0,6,1,0,2,1,2,1,2,1,1,2
7466,1,0,0,0,10,2,2,1,2,2,2,2,2,2,2
7467,11,3,2,0,2,0,1,0,1,1,1,0,2,2,1
7468,8,1,2,1,3,0,0,0,2,1,1,1,1,0,1
7469,11,3,3,1,0,0,0,0,2,1,1,1,1,0,1
7470,5,0,3,0,9,1,1,1,2,1,2,2,1,1,2
7471,0,0,1,0,8,1,1,0,2,2,2,0,1,2,2
7472,8,2,3,1,5,0,0,0,1,2,1,1,1,0,1
7473,3,0,0,0,7,2,2,0,1,1,2,0,2,2,2
7474,0,0,1,0,11,3,2,1,1,2,2,2,1,0,2
7475,8,0,2,0,7,1,2,0,1,1,2,0,2,1,2
7476,2,0,0,0,10,2,2,0,2,1,2,0,2,2,2
7477,10,2,1,0,4,0,1,0,1,2,1,0,1,0,1
7478,2,0,0,0,10,2,3,1,2,2,2,2,2,1,2
7479,10,2,2,1,7,1,2,0,2,2,1,1,1,0,1
7480,2,0,0,0,10,2,2,1,1,2,2,2,2,0,2
7481,0,0,0,0,10,2,3,1,2,2,2,2,2,0,2
7482,9,2,0,1,4,0,3,0,1,1,1,1,2,1,1
7483,4,0,1,1,3,0,1,0,1,1,0,1,2,2,1
7484,11,4,2,4,8,4,4,1,1,1,2,1,2,2,1
7485,8,1,2,1,3,0,1,0,1,2,1,1,2,0,1
7486,0,0,0,0,11,3,2,0,2,2,2,0,2,2,2
7487,2,0,0,0,9,1,2,0,2,1,2,0,2,0,2
7488,11,4,2,0,1,0,1,0,1,1,1,0,2,0,1
7489,6,1,2,0,1,0,0,0,1,1,1,0,1,1,1
7490,9,4,6,2,8,2,1,2,2,1,1,1,1,1,2
7491,2,0,0,0,8,1,1,1,1,2,2,2,2,0,2
7492,3,0,2,0,9,3,2,1,1,2,2,2,1,0,2
7493,9,3,3,1,2,0,1,0,1,2,1,1,1,0,1
7494,3,0,3,0,7,1,1,0,1,1,2,0,1,1,2
7495,7,1,2,1,5,0,2,0,2,1,1,1,2,0,1
7496,5,0,2,0,10,2,1,1,2,1,2,2,1,0,2
7497,10,2,2,1,0,0,0,0,2,1,1,1,1,1,1
7498,2,0,0,0,11,3,3,0,2,1,2,0,2,0,2
7499,8,2,3,0,3,0,0,1,2,1,1,2,1,0,1
7500,1,0,0,0,10,2,3,0,2,2,2,0,2,2,2
7501,3,0,2,0,11,3,2,1,1,2,2,2,1,2,2
7502,11,3,3,0,3,0,1,0,1,1,1,0,2,1,1
7503,11,3,2,0,1,0,1,0,1,1,1,0,2,0,1
7504,9,1,1,1,8,1,2,0,2,1,2,1,2,0,1
7505,4,0,2,0,0,0,0,0,1,1,0,0,1,0,1
7506,8,1,1,0,2,0,0,0,2,1,1,0,1,0,1
7507,8,1,1,2,3,0,1,0,2,2,1,1,1,2,1
7508,1,0,0,0,11,2,3,0,2,2,2,0,2,0,2
7509,10,2,1,0,1,0,2,0,1,1,1,0,2,1,1
7510,9,1,3,1,2,0,0,0,2,1,1,1,1,0,1
7511,8,2,1,0,0,0,1,0,2,1,1,0,1,1,1
7512,1,0,1,0,4,0,0,0,2,2,0,0,1,0,2
7513,0,0,2,0,5,0,0,0,2,2,0,0,1,2,2
7514,11,2,1,2,7,1,3,0,1,1,1,1,2,1,1
7515,0,0,0,0,9,2,2,0,2,2,2,0,2,2,2
7516,0,0,0,0,7,1,3,0,2,2,2,0,2,2,2
7517,10,1,1,1,4,0,2,0,2,2,1,1,2,1,1
7518,10,1,2,1,2,0,0,0,1,1,1,1,1,0,1
7519,10,4,3,1,1,0,0,0,1,1,1,1,1,1,1
7520,7,1,3,1,0,0,1,0,1,1,1,1,2,2,1
7521,10,2,2,0,3,0,1,2,1,1,1,2,1,1,1
7522,10,2,2,1,0,0,0,0,1,1,1,1,1,1,1
7523,1,0,1,0,10,2,1,1,2,1,2,2,1,0,2
7524,11,3,3,1,0,0,0,0,1,1,1,1,1,2,1
7525,1,0,0,0,4,0,1,0,2,2,0,0,2,0,2
7526,5,0,2,0,7,1,2,1,1,2,2,2,1,1,2
7527,9,1,1,0,2,0,2,0,2,1,1,0,2,1,1
7528,8,1,1,0,2,0,1,0,1,1,1,0,2,0,1
7529,11,4,3,1,4,0,0,0,2,2,1,1,1,1,1
7530,11,3,3,1,3,0,0,0,2,2,1,1,1,2,1
7531,3,0,1,0,9,2,3,1,1,1,2,2,2,0,2
7532,2,0,0,0,11,3,3,1,2,2,2,2,2,2,2
7533,11,4,3,1,2,0,0,0,1,1,1,1,1,0,1
7534,8,2,2,0,2,0,0,0,1,2,1,0,1,0,1
7535,4,2,2,0,11,4,2,2,1,2,1,2,2,2,2
7536,9,1,4,1,5,1,1,0,2,1,2,1,1,0,1
7537,10,2,2,1,4,0,0,0,1,1,1,1,1,1,1
7538,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
7539,6,3,0,0,9,2,3,2,1,1,1,2,2,1,2
7540,5,0,2,2,9,1,3,0,2,1,2,1,1,2,2
7541,11,3,5,2,4,0,0,0,2,2,1,1,1,1,1
7542,2,0,0,0,10,3,2,0,1,2,2,0,2,2,2
7543,7,1,2,1,1,0,0,0,1,1,1,1,1,2,1
7544,4,0,1,1,8,1,2,0,1,2,2,1,1,0,2
7545,10,2,3,1,3,0,0,0,1,1,1,1,1,1,1
7546,1,0,1,0,9,2,3,1,1,2,2,2,1,0,2
7547,8,1,1,0,0,0,0,0,1,1,1,0,1,0,1
7548,0,0,0,0,9,1,1,0,1,2,2,0,2,2,2
7549,2,0,1,0,9,2,2,1,1,2,2,2,2,2,2
7550,1,0,0,0,10,3,4,2,2,2,2,2,2,0,2
7551,2,0,1,0,11,3,2,0,2,2,2,0,2,2,2
7552,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
7553,11,3,2,0,0,0,0,0,2,1,1,0,1,1,1
7554,8,2,2,1,9,3,2,0,2,2,2,1,1,2,1
7555,2,0,1,0,11,3,2,1,1,2,2,2,1,2,2
7556,5,1,1,0,11,3,2,1,1,1,1,2,1,0,2
7557,9,1,2,0,2,0,0,0,1,1,1,0,1,2,1
7558,0,0,0,0,10,2,2,1,2,2,2,2,2,0,2
7559,10,2,2,0,0,0,0,0,1,1,1,0,1,0,1
7560,8,1,1,1,3,0,2,0,1,1,1,1,2,1,1
7561,5,0,1,0,9,2,2,1,1,1,2,2,2,1,2
7562,9,2,1,1,4,0,2,0,1,1,1,1,2,2,1
7563,11,2,0,2,5,0,4,0,1,2,1,1,2,1,1
7564,10,3,1,2,7,1,3,0,1,1,1,1,2,0,1
7565,7,1,3,0,3,0,0,0,2,1,1,0,1,1,1
7566,11,3,2,0,0,0,0,0,2,1,1,0,1,0,1
7567,4,0,1,0,0,0,0,0,1,1,0,0,1,2,1
7568,11,4,2,0,3,0,1,0,1,1,1,0,2,0,1
7569,2,0,1,0,5,0,1,0,2,2,0,0,1,0,2
7570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7571,9,2,1,1,3,0,1,0,2,2,1,1,1,1,1
7572,6,0,1,1,9,1,3,1,1,2,2,1,2,1,2
7573,0,0,0,0,11,2,2,0,2,2,2,0,2,0,2
7574,5,0,0,0,0,0,1,0,2,1,0,0,2,0,1
7575,4,0,0,1,11,6,4,1,2,1,2,2,2,2,2
7576,10,2,1,1,2,0,2,0,2,1,1,1,1,1,1
7577,9,1,3,1,8,2,1,1,2,1,2,2,1,0,1
7578,2,0,1,0,9,2,3,1,1,2,2,2,2,2,2
7579,7,2,1,0,8,2,4,2,1,1,1,2,2,2,1
7580,4,0,1,1,8,1,3,0,1,2,2,1,1,2,2
7581,2,0,0,0,9,2,3,1,1,2,2,2,2,0,2
7582,2,0,0,0,9,2,2,1,2,2,2,2,2,0,2
7583,8,2,0,2,9,2,3,0,1,2,2,1,2,2,1
7584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7585,5,0,1,0,11,5,3,2,1,2,2,2,2,0,2
7586,0,0,0,0,6,0,3,0,2,2,0,0,2,2,2
7587,11,3,3,1,4,0,1,0,1,1,1,1,1,2,1
7588,11,3,5,2,4,0,0,0,2,2,1,1,1,0,1
7589,5,1,2,0,8,1,1,2,1,1,1,2,2,1,2
7590,6,0,2,1,11,3,3,1,2,2,2,2,2,0,2
7591,1,0,0,1,10,2,3,0,1,2,2,1,2,0,2
7592,0,0,1,0,11,4,1,1,1,2,2,2,1,2,2
7593,6,0,3,0,2,0,0,0,2,1,0,0,1,2,1
7594,4,0,0,0,10,1,3,1,1,1,2,2,2,0,2
7595,7,1,2,0,1,0,0,0,2,1,1,0,1,1,1
7596,1,0,0,0,8,1,2,1,2,2,2,2,2,2,2
7597,1,0,1,0,8,1,2,1,1,2,2,2,2,0,2
7598,9,2,2,1,5,0,3,0,2,1,1,1,2,0,1
7599,9,1,2,0,1,0,0,0,2,1,1,0,1,0,1
7600,11,4,3,0,1,0,0,0,2,1,1,0,1,1,1
7601,0,0,0,0,8,1,3,0,2,2,2,0,2,2,2
7602,9,2,1,0,0,0,1,0,1,1,1,0,1,1,1
7603,10,2,3,1,0,0,0,0,1,1,1,1,1,0,1
7604,4,0,1,0,10,2,1,1,2,2,2,2,2,0,2
7605,3,0,0,0,7,1,2,0,2,1,2,0,2,0,2
7606,1,0,0,0,11,3,3,1,2,1,2,2,2,2,2
7607,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1
7608,3,0,2,0,7,2,0,1,1,2,2,2,1,1,2
7609,10,2,3,2,6,1,0,0,1,1,2,1,1,0,1
7610,0,0,0,0,11,3,2,0,2,2,2,0,2,2,2
7611,3,0,0,0,9,3,3,0,2,1,2,0,2,0,2
7612,6,0,1,1,9,2,4,1,1,1,2,1,1,2,2
7613,4,0,0,0,3,0,1,0,1,2,0,0,2,2,2
7614,0,0,0,0,6,0,3,0,2,2,0,0,2,0,2
7615,4,0,1,0,11,4,4,2,1,1,2,2,2,0,2
7616,1,0,0,0,7,0,3,1,1,2,0,2,2,2,2
7617,9,1,4,2,3,0,0,0,2,1,1,1,1,0,1
7618,10,2,3,1,3,0,0,0,1,2,1,1,1,0,1
7619,7,1,1,1,10,3,4,1,2,2,2,2,2,0,1
7620,1,0,0,0,9,2,1,0,1,2,2,0,2,2,2
7621,9,2,1,0,0,0,0,0,1,1,1,0,1,0,1
7622,9,1,2,1,3,0,0,0,1,1,1,1,1,0,1
7623,11,4,4,1,3,0,0,0,2,1,1,1,1,1,1
7624,11,3,0,1,0,0,2,0,1,1,1,1,2,1,1
7625,9,1,4,0,7,2,1,2,1,2,2,2,1,2,1
7626,3,0,1,0,8,1,2,1,2,2,2,2,2,2,2
7627,9,2,1,0,0,0,0,0,1,1,1,0,1,2,1
7628,11,3,3,1,2,0,0,0,1,1,1,1,1,1,1
7629,8,1,0,0,9,3,5,1,1,2,2,2,2,0,2
7630,9,2,0,1,2,0,3,0,1,1,1,1,2,0,1
7631,0,0,0,0,10,2,2,1,2,2,2,2,2,0,2
7632,9,2,1,0,0,0,2,0,2,1,1,0,2,1,1
7633,9,1,4,1,3,0,1,0,2,2,1,1,2,0,1
7634,7,1,3,0,3,0,1,0,2,1,1,0,1,0,1
7635,8,1,1,1,5,0,2,0,1,2,1,1,1,2,1
7636,9,2,1,1,6,0,1,0,2,2,1,1,2,0,1
7637,1,0,0,0,9,3,2,1,1,2,2,2,2,2,2
7638,10,6,3,2,3,0,1,0,1,1,1,1,1,0,1
7639,11,3,2,1,5,1,2,0,1,1,1,1,2,1,1
7640,5,0,1,0,11,4,2,1,1,1,2,2,2,0,2
7641,8,2,1,1,9,1,4,1,2,2,2,2,2,0,1
7642,3,0,1,0,8,1,2,1,1,1,2,2,1,2,2
7643,10,1,1,1,3,0,2,0,2,1,1,1,2,1,1
7644,8,1,3,0,4,0,0,0,1,1,1,0,1,0,1
7645,3,0,0,0,9,1,2,1,2,1,2,2,2,1,2
7646,5,0,2,0,8,1,2,1,2,2,2,2,2,1,2
7647,4,0,0,0,7,0,2,1,2,1,0,2,2,2,2
7648,9,2,2,1,0,0,0,0,1,1,1,1,1,1,1
7649,10,5,4,0,5,0,2,3,1,2,1,2,2,0,1
7650,1,0,0,0,11,4,3,1,2,2,2,2,2,0,2
7651,9,1,2,0,2,0,0,0,2,1,1,0,1,2,1
7652,7,1,2,2,10,4,3,0,2,2,2,1,2,0,2
7653,11,2,3,1,3,0,0,0,1,1,1,1,1,0,1
7654,10,4,3,1,2,0,1,0,1,1,1,1,2,0,1
7655,6,1,3,0,2,0,0,0,1,1,1,0,1,0,1
7656,6,1,3,0,9,1,2,1,2,1,1,2,1,0,2
7657,10,2,3,0,4,0,0,0,1,2,1,0,1,0,1
7658,2,0,0,1,10,4,1,1,2,2,2,1,2,2,2
7659,0,0,0,0,9,2,2,0,2,2,2,0,2,0,2
7660,7,0,2,0,8,1,1,1,1,1,2,2,1,0,2
7661,9,2,4,0,4,0,1,2,2,2,1,2,1,0,1
7662,3,0,2,0,8,1,1,1,2,2,2,2,1,1,2
7663,11,3,3,1,1,0,0,0,1,1,1,1,1,0,1
7664,2,0,0,0,8,1,1,0,2,2,2,0,2,1,2
7665,1,0,1,0,8,2,2,1,1,2,2,2,2,0,2
