,t1_towerKills,t1_inhibitorKills,t1_dragonKills,t1_baronKills,t2_towerKills,t2_inhibitorKills,t2_dragonKills,t2_baronKills,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,winner
0,11,1,3,2,5,0,1,0,2,1,1,1,1,2,1
1,10,4,2,0,2,0,0,0,1,1,1,0,1,1,1
2,8,1,1,1,2,0,1,0,2,1,1,1,2,0,1
3,9,2,2,1,0,0,0,0,1,1,1,1,1,0,1
4,9,2,3,1,3,0,1,0,2,1,1,1,1,0,1
5,8,1,1,1,6,0,3,0,2,2,1,1,2,0,1
6,10,2,2,1,2,0,0,0,1,2,1,1,1,1,1
7,6,0,0,0,0,0,2,0,1,1,0,0,2,1,1
8,0,0,0,0,8,1,2,0,2,2,2,0,2,2,2
9,10,1,2,0,8,3,2,1,2,2,2,2,2,0,2
10,0,0,1,0,10,2,1,1,2,2,2,2,2,2,2
11,10,1,0,0,2,0,2,0,1,2,1,0,2,1,1
12,6,0,2,1,3,0,1,0,1,1,0,1,2,1,1
13,7,1,1,0,3,0,2,0,2,2,1,0,1,0,1
14,8,1,2,1,9,2,2,0,2,2,1,1,2,0,2
15,7,1,2,0,0,0,0,0,2,1,1,0,1,0,1
16,3,0,1,0,9,3,4,2,2,2,2,2,2,0,2
17,11,6,2,1,2,0,0,0,2,1,1,1,1,1,1
18,0,0,0,0,11,3,2,0,1,2,2,0,2,0,2
19,4,0,3,0,11,2,1,1,1,2,2,2,1,1,2
20,5,1,1,0,11,3,2,1,1,1,1,2,1,2,2
21,2,0,1,0,9,1,2,1,1,2,2,2,1,0,2
22,2,0,0,0,10,2,2,0,1,2,2,0,2,0,2
23,11,3,3,1,2,0,0,0,1,1,1,1,1,1,1
24,2,0,1,0,11,3,0,0,2,2,2,0,1,0,2
25,2,0,0,0,10,2,3,0,2,2,2,0,2,1,2
26,10,3,2,1,10,2,3,1,2,2,1,1,2,2,2
27,0,0,0,0,5,0,2,0,2,2,0,0,2,0,2
28,4,0,1,0,7,2,3,1,1,2,2,2,2,2,2
29,10,3,2,1,2,0,1,0,1,1,1,1,1,1,1
30,4,0,2,0,9,1,0,1,2,1,2,2,1,1,2
31,9,2,2,0,0,0,0,1,1,1,1,2,1,0,1
32,10,2,2,0,1,0,1,1,1,1,1,2,1,0,1
33,11,3,2,1,7,1,3,1,1,2,2,2,2,0,1
34,3,0,3,0,11,3,1,1,1,1,2,2,1,1,2
35,1,0,0,0,11,3,1,0,2,2,2,0,2,0,2
36,2,0,0,0,10,2,2,0,2,2,2,0,2,0,2
37,10,2,2,0,0,0,1,0,1,1,1,0,1,0,1
38,10,2,4,0,3,0,0,0,2,1,1,0,1,0,1
39,8,1,2,0,0,0,0,0,2,1,1,0,1,1,1
40,5,0,3,0,10,1,1,2,2,1,2,2,1,2,2
41,0,0,0,0,11,3,1,0,2,2,2,0,2,2,2
42,8,1,2,1,4,0,1,0,2,1,1,1,1,1,1
43,0,0,0,0,6,1,1,0,2,2,2,0,2,0,2
44,6,3,2,1,8,1,1,1,1,2,1,1,1,1,2
45,9,2,2,0,2,0,1,0,1,2,1,0,2,0,1
46,8,2,1,1,2,0,1,1,1,2,1,2,2,2,1
47,2,0,0,0,8,2,2,0,2,2,2,0,2,1,2
48,4,0,0,0,9,2,3,1,2,1,2,2,2,2,2
49,7,1,2,1,9,1,1,1,2,2,1,1,1,2,2
50,5,1,4,1,11,4,1,1,1,1,2,1,1,1,2
51,9,2,1,0,1,0,0,0,1,1,1,0,1,0,1
52,1,0,0,0,7,1,2,1,2,2,2,2,2,2,2
53,11,4,3,0,0,0,0,0,1,1,1,0,1,1,1
54,4,0,1,1,7,1,2,0,1,2,2,1,1,2,2
55,11,3,1,0,1,0,1,0,1,1,1,0,2,0,1
56,1,0,0,0,9,1,2,1,2,2,2,2,2,2,2
57,9,2,1,1,0,0,1,0,1,1,1,1,2,1,1
58,1,0,0,0,9,2,2,0,2,2,2,0,2,0,2
59,7,1,2,1,2,0,0,0,1,1,1,1,1,0,1
60,11,4,3,1,1,0,0,0,1,2,1,1,1,1,1
61,10,2,2,0,0,0,0,0,1,1,1,0,1,1,1
62,0,0,0,0,10,3,3,1,2,2,2,2,2,2,2
63,4,0,2,0,8,1,2,0,2,2,2,0,1,1,2
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
65,4,0,1,0,0,0,0,0,1,1,0,0,1,1,1
66,10,2,3,0,2,0,1,0,1,1,1,0,2,0,1
67,10,3,2,2,4,0,3,0,2,1,1,1,2,2,1
68,1,0,0,0,7,1,2,1,1,2,2,2,2,0,2
69,11,3,1,1,1,0,0,0,2,1,1,1,1,0,1
70,1,0,0,0,11,3,2,1,1,2,2,2,2,2,2
71,4,0,0,0,10,2,4,1,1,2,2,2,2,2,2
72,9,2,1,1,1,0,1,0,2,1,1,1,2,1,1
73,11,3,3,1,1,0,0,0,1,1,1,1,1,1,1
74,6,0,0,0,10,2,3,1,1,2,2,2,2,0,2
75,1,0,1,0,2,0,1,0,2,1,0,0,2,0,1
76,9,1,3,2,8,1,2,0,2,2,2,1,1,0,1
77,4,0,0,0,1,0,0,0,1,1,0,0,0,0,1
78,5,0,4,1,10,1,1,0,1,1,2,1,1,1,2
79,11,3,3,1,1,0,1,0,2,1,1,1,1,1,1
80,5,1,2,1,4,0,0,0,2,2,1,1,1,2,1
81,10,2,1,1,1,0,0,0,2,1,1,1,1,2,1
82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
83,0,0,0,0,8,2,3,1,2,2,2,2,2,2,2
84,3,0,0,0,1,0,1,0,1,1,0,0,2,0,1
85,2,0,1,0,5,1,1,0,2,2,2,0,1,0,2
86,7,1,1,1,2,0,2,0,2,1,1,1,2,0,1
87,4,0,2,0,0,0,0,0,1,1,0,0,1,0,1
88,5,0,3,1,9,1,2,1,1,1,2,1,1,0,2
89,7,1,1,1,1,0,0,0,2,1,1,1,1,0,1
90,2,0,0,0,11,3,3,1,1,2,2,2,2,2,2
91,11,3,4,0,1,0,0,0,1,1,1,0,1,1,1
92,11,4,1,1,3,0,2,0,1,1,1,1,2,0,1
93,3,0,2,0,9,1,1,1,2,2,2,2,1,0,2
94,3,0,2,0,11,3,1,1,2,1,2,2,1,1,2
95,5,2,4,2,3,0,0,0,2,2,1,1,1,2,1
96,9,1,2,1,0,0,2,0,1,1,1,1,2,0,1
97,10,2,3,0,0,0,0,0,1,1,1,0,1,1,1
98,0,0,0,0,9,3,2,0,1,2,2,0,2,2,2
99,0,0,0,0,11,4,3,1,1,2,2,2,2,0,2
100,10,2,1,0,5,0,1,1,1,1,1,2,2,0,1
101,8,1,3,1,6,1,0,0,1,1,2,1,1,0,1
102,10,2,1,1,0,0,2,0,1,1,1,1,2,1,1
103,3,0,1,0,8,1,1,1,2,2,2,2,2,0,2
104,10,3,4,2,5,0,0,0,1,1,1,1,1,2,1
105,4,0,0,0,10,3,4,2,1,1,2,2,2,1,2
106,3,0,1,1,5,0,1,0,2,2,0,1,2,0,1
107,1,0,0,0,8,2,2,0,1,2,2,0,2,0,2
108,7,0,1,0,7,1,2,1,1,1,2,2,2,0,2
109,11,3,2,1,2,0,1,0,2,1,1,1,2,0,1
110,7,1,2,0,0,0,0,0,1,1,1,0,1,0,1
111,6,1,3,1,3,0,0,0,2,1,1,1,1,0,1
112,7,1,1,0,0,0,0,0,1,1,1,0,1,0,1
113,10,1,2,1,1,0,0,0,1,1,1,1,1,0,1
114,2,0,1,0,8,1,2,1,1,1,2,2,1,1,2
115,11,3,4,2,2,0,0,0,1,2,1,1,1,1,1
116,0,0,0,0,8,0,2,0,2,2,0,0,2,0,2
117,8,2,2,1,1,0,0,0,2,1,1,1,1,0,1
118,7,2,2,3,6,2,4,0,2,1,1,1,2,1,2
119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
120,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1
121,2,0,0,0,9,2,2,1,1,2,2,2,2,1,2
122,1,0,0,0,8,2,2,0,2,2,2,0,2,2,2
123,7,1,3,1,4,0,1,0,1,1,1,1,1,1,1
124,1,0,0,0,3,0,1,0,2,1,0,0,2,0,2
125,8,3,2,0,8,1,2,2,2,1,1,2,2,0,1
126,4,0,1,0,9,1,3,1,2,1,2,2,2,0,2
127,10,1,3,0,0,0,1,0,2,1,1,0,2,1,1
128,9,2,1,0,0,0,0,0,2,1,1,0,1,0,1
129,0,0,0,0,5,0,1,0,1,2,0,0,2,0,2
130,2,0,0,0,11,3,3,2,1,1,2,2,2,0,2
131,8,1,1,1,6,0,3,0,2,2,1,1,1,1,1
132,11,4,1,1,0,0,1,0,1,1,1,1,1,1,1
133,11,4,3,1,1,0,0,0,2,1,1,1,1,1,1
134,0,0,0,0,5,0,2,0,2,2,0,0,2,0,2
135,2,0,0,0,7,0,2,0,2,2,0,0,2,0,2
136,1,0,2,0,6,1,1,0,1,2,2,0,1,0,2
137,8,1,2,1,1,0,0,0,2,2,1,1,1,0,1
138,5,0,2,1,9,1,2,1,1,2,2,1,1,2,2
139,9,1,1,0,0,0,0,0,1,1,1,0,1,0,1
140,10,3,2,1,3,0,1,0,2,1,1,1,1,0,1
141,2,0,0,0,8,1,3,1,1,2,2,2,2,0,2
142,2,0,2,0,3,0,1,1,1,1,0,2,1,0,2
143,3,0,0,0,11,4,5,2,1,2,2,2,2,0,2
144,0,0,0,0,3,0,0,0,2,2,0,0,0,0,2
145,6,0,2,0,10,2,2,2,1,1,2,2,2,0,2
146,11,2,2,0,0,0,0,0,2,1,1,0,1,0,1
147,5,0,1,0,7,1,2,0,1,1,2,0,2,0,2
148,9,4,1,0,6,1,3,1,2,2,1,2,2,0,1
149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
150,0,0,0,0,10,3,2,0,2,2,2,0,2,0,2
151,0,0,1,0,10,3,2,0,2,2,2,0,1,0,2
152,9,2,1,1,4,0,2,0,2,2,1,1,1,2,1
153,0,0,0,0,9,1,3,1,2,2,2,2,2,2,2
154,3,0,0,0,11,4,3,1,1,2,2,2,2,0,2
155,7,1,1,0,1,0,0,0,1,1,1,0,1,1,1
156,4,0,0,0,9,2,4,0,1,2,2,0,2,2,2
157,8,1,2,2,4,0,2,0,2,1,1,1,1,0,1
158,7,1,2,0,3,0,0,0,1,2,1,0,1,1,1
159,5,0,1,0,1,0,0,0,1,1,0,0,1,0,1
160,10,2,4,0,4,0,1,2,2,2,1,2,1,2,1
161,4,0,1,0,11,3,2,1,1,1,2,2,1,0,2
162,10,2,1,1,0,0,0,0,1,1,1,1,1,1,1
163,9,1,2,0,2,0,0,0,1,2,1,0,1,0,1
164,11,4,3,1,1,0,0,0,2,1,1,1,1,2,1
165,9,2,1,0,8,1,3,2,1,1,1,2,2,1,2
166,9,2,1,1,3,0,1,0,1,1,1,1,1,0,1
167,8,1,0,2,4,0,4,0,2,2,1,1,2,2,1
168,1,0,0,0,10,2,5,1,2,2,2,2,2,2,2
169,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1
170,10,2,1,1,3,0,2,0,1,2,1,1,2,1,1
171,8,1,3,1,9,2,1,0,1,2,2,1,1,2,1
172,0,0,1,0,11,3,1,1,2,2,2,2,1,0,2
173,3,0,1,0,8,1,2,0,1,1,2,0,2,0,2
174,8,1,2,0,1,0,0,0,2,1,1,0,1,0,1
175,1,0,0,0,10,2,2,1,2,1,2,2,2,0,2
176,6,1,1,0,0,0,0,0,1,1,1,0,1,1,1
177,1,0,2,0,8,1,2,0,1,2,2,0,1,2,2
178,7,1,0,0,1,0,0,0,2,1,1,0,0,0,1
179,0,0,0,0,9,2,2,1,1,2,2,2,2,2,2
180,8,1,2,0,0,0,0,0,1,1,1,0,1,0,1
181,0,0,0,0,11,4,1,0,2,2,2,0,2,0,2
182,1,0,0,1,10,3,4,0,2,2,2,1,2,0,2
183,3,0,0,1,10,2,4,0,2,1,2,1,2,0,2
184,7,1,3,1,7,0,2,1,1,2,1,2,1,0,1
185,9,2,3,0,2,0,0,0,2,1,1,0,1,0,1
186,7,1,2,1,3,0,1,0,1,2,1,1,1,0,1
187,9,3,3,1,2,0,0,0,1,1,1,1,1,1,1
188,9,2,0,1,7,0,4,1,2,2,1,1,2,2,1
189,3,0,0,0,10,3,3,2,1,2,2,2,2,1,2
190,10,2,1,2,4,0,3,0,2,2,1,1,2,1,1
191,0,0,1,0,9,3,1,0,1,2,2,0,2,0,2
192,2,0,2,0,9,2,1,0,2,2,2,0,1,0,2
193,10,3,1,0,3,0,3,0,1,2,1,0,2,0,1
194,5,0,3,0,7,1,0,0,1,1,2,0,1,0,2
195,2,0,0,0,7,2,4,2,2,2,2,2,2,1,2
196,8,2,1,1,6,1,2,0,2,2,1,1,2,2,1
197,5,0,1,1,9,1,3,0,1,1,2,1,2,1,2
198,11,4,2,0,1,0,0,0,2,1,1,0,1,1,1
199,9,3,2,0,5,0,2,1,2,2,1,2,2,0,1
200,11,3,2,1,0,0,0,0,1,1,1,1,1,1,1
201,11,3,2,0,0,0,0,0,1,1,1,0,1,2,1
202,8,1,2,0,1,0,0,0,2,1,1,0,1,0,1
203,3,0,2,0,8,1,1,0,1,1,2,0,1,0,2
204,10,3,3,1,3,0,0,0,1,1,1,1,1,1,1
205,2,0,0,0,10,3,2,0,1,1,2,0,2,0,2
206,7,1,3,0,10,2,1,1,1,1,1,2,1,1,2
207,9,3,2,0,0,0,0,0,1,1,1,0,1,0,1
208,7,0,4,1,7,2,1,0,2,1,2,1,2,0,2
209,11,2,2,1,4,0,1,0,2,2,1,1,2,2,1
210,7,0,1,0,2,0,1,0,1,1,0,0,1,1,1
211,7,1,3,1,3,0,1,1,2,2,1,2,2,0,1
212,4,0,0,0,9,1,2,1,1,2,2,2,2,2,2
213,1,0,0,0,10,2,3,1,2,2,2,2,2,2,2
214,5,1,0,2,11,3,4,1,1,2,1,1,2,2,2
215,0,0,0,0,10,3,4,1,2,2,2,2,2,2,2
216,11,4,3,1,6,0,1,1,1,1,1,1,1,2,1
217,9,2,0,1,4,0,2,0,1,2,1,1,2,0,1
218,2,0,0,0,9,4,3,1,2,2,2,2,2,2,2
219,11,4,3,1,0,0,0,0,1,1,1,1,1,1,1
220,4,0,2,2,7,1,2,1,2,1,2,1,1,0,2
221,4,0,1,0,8,2,4,1,2,2,2,2,2,0,2
222,1,0,0,0,6,1,1,0,2,2,2,0,2,2,2
223,5,1,1,0,9,2,1,0,1,1,1,0,1,0,2
224,5,0,2,0,10,2,2,2,1,1,2,2,2,2,2
225,9,2,0,0,1,0,0,0,1,1,1,0,0,0,1
226,11,3,3,1,0,0,0,0,2,1,1,1,1,1,1
227,0,0,0,0,11,3,3,1,2,2,2,2,2,0,2
228,0,0,0,0,7,1,3,1,1,2,2,2,2,2,2
229,9,1,1,0,0,0,0,0,1,1,1,0,1,1,1
230,11,3,1,0,1,0,1,0,1,1,1,0,1,0,1
231,3,0,0,1,7,1,4,0,1,2,2,1,2,1,2
232,7,1,3,2,11,4,2,0,1,1,2,1,2,2,1
233,9,1,3,1,0,0,0,0,2,1,1,1,1,1,1
234,3,0,3,1,8,1,0,0,2,1,2,1,1,1,2
235,7,1,1,1,3,0,2,0,1,2,1,1,2,2,1
236,3,0,2,1,10,2,1,1,1,2,2,1,1,2,2
237,11,3,1,1,0,0,1,0,2,1,1,1,2,0,1
238,1,0,1,0,8,1,3,1,2,2,2,2,1,2,2
239,2,0,3,0,8,3,2,1,1,1,2,2,1,1,2
240,11,2,1,1,4,0,2,0,2,2,1,1,2,1,1
241,5,0,0,1,9,2,4,1,1,1,2,1,2,1,2
242,2,0,0,0,9,1,3,0,2,2,2,0,2,0,2
243,1,0,0,0,9,2,3,1,2,2,2,2,2,2,2
244,1,0,0,0,3,0,1,0,1,2,0,0,2,0,2
245,1,0,0,0,5,0,2,0,1,2,0,0,2,0,2
246,8,1,1,0,3,0,1,0,2,1,1,0,2,1,1
247,5,0,0,1,10,5,5,1,2,2,2,1,2,2,2
248,0,0,0,0,9,2,2,0,1,2,2,0,2,1,2
249,4,0,3,0,5,0,1,1,1,2,0,2,1,2,2
250,3,0,1,0,10,2,3,1,2,2,2,2,1,0,2
251,10,2,0,0,0,0,0,0,1,1,1,0,0,1,1
252,5,0,0,1,7,1,4,0,1,1,2,1,2,1,2
253,0,0,0,0,10,2,3,0,2,2,2,0,2,0,2
254,4,0,2,0,6,1,2,1,2,1,2,2,1,2,2
255,0,0,0,0,11,4,4,1,1,2,2,2,2,2,2
256,2,0,0,0,11,5,2,1,2,2,2,2,2,0,2
257,8,1,3,0,5,0,0,0,2,1,1,0,1,0,1
258,7,1,2,0,1,0,0,0,2,1,1,0,1,1,1
259,10,2,2,1,0,0,0,0,1,1,1,1,1,0,1
260,1,0,1,0,4,0,0,0,1,1,0,0,1,2,2
261,10,3,3,2,3,0,1,0,1,1,1,1,1,1,1
262,8,1,4,1,3,0,0,0,1,1,1,1,1,0,1
263,9,2,1,0,2,0,2,0,1,1,1,0,1,1,1
264,9,2,2,1,8,2,3,1,2,1,2,1,2,0,1
265,10,2,3,1,0,0,0,0,1,1,1,1,1,0,1
266,9,1,4,1,8,3,1,2,1,2,2,2,2,0,2
267,4,0,2,0,10,2,2,0,2,2,2,0,2,0,2
268,0,0,0,0,4,0,1,0,2,2,0,0,2,0,2
269,5,0,0,0,1,0,3,1,1,1,0,2,2,0,2
270,4,0,0,0,7,1,1,0,1,2,2,0,2,0,2
271,7,2,4,1,10,2,0,1,1,1,1,1,1,1,2
272,8,2,1,0,8,2,4,1,2,2,2,2,2,0,1
273,11,3,3,1,0,0,0,0,2,1,1,1,1,2,1
274,4,0,2,1,10,3,2,0,1,2,2,1,2,0,2
275,10,1,3,2,1,0,0,0,2,1,1,1,1,0,1
276,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
277,0,0,0,0,9,2,3,1,1,2,2,2,2,2,2
278,1,0,0,0,6,0,2,0,2,2,0,0,2,2,2
279,3,0,1,0,7,1,2,0,2,2,2,0,1,0,2
280,11,3,1,0,4,1,1,1,2,2,2,2,2,2,1
281,11,3,2,0,4,0,0,0,1,2,1,0,1,0,1
282,9,2,0,1,1,0,1,0,2,1,1,1,2,1,1
283,9,1,1,0,2,0,3,0,1,1,1,0,2,2,1
284,9,2,1,1,3,0,1,0,2,2,1,1,2,2,1
285,11,3,3,1,0,0,0,0,1,1,1,1,1,1,1
286,3,0,0,1,9,1,3,0,1,2,2,1,2,0,2
287,7,1,0,0,1,0,1,0,1,1,1,0,2,0,1
288,8,0,1,2,8,2,3,0,2,1,2,1,1,0,2
289,4,0,2,0,11,4,2,2,2,1,2,2,1,2,2
290,3,0,1,0,8,1,2,1,1,1,2,2,2,0,2
291,9,1,3,0,1,0,1,0,2,1,1,0,2,1,1
292,10,2,2,0,3,0,2,1,1,1,1,2,2,2,1
293,9,1,1,1,6,1,2,1,2,2,2,2,2,1,1
294,7,1,1,0,1,0,0,0,1,1,1,0,1,0,1
295,7,1,1,0,10,2,1,1,2,2,1,2,2,1,2
296,8,1,1,1,6,1,1,0,1,1,2,1,1,0,1
297,2,0,1,0,9,1,2,1,1,2,2,2,1,1,2
298,10,3,2,0,4,0,0,0,2,1,1,0,1,0,1
299,10,2,3,0,0,0,0,0,1,1,1,0,1,1,1
300,2,0,1,1,7,1,2,1,2,2,2,2,1,1,1
301,2,0,0,0,8,1,2,0,2,1,2,0,2,0,2
302,2,0,1,0,9,2,1,0,1,2,2,0,1,0,2
303,8,1,3,2,3,0,0,0,1,1,1,1,1,1,1
304,9,2,4,1,2,0,0,0,1,1,1,1,1,1,1
305,1,0,0,0,11,2,2,1,2,2,2,2,2,0,2
306,0,0,1,0,10,2,1,1,1,2,2,2,2,2,2
307,9,1,1,0,3,0,2,0,1,2,1,0,2,0,1
308,1,0,0,0,8,2,2,1,2,2,2,2,2,2,2
309,10,3,5,1,7,0,0,1,1,1,1,2,1,0,1
310,5,1,1,1,6,1,2,0,2,2,1,1,2,2,1
311,8,1,3,0,10,3,2,1,1,2,2,2,1,1,1
312,6,1,1,0,8,1,2,1,2,1,1,2,1,1,2
313,8,1,2,0,3,0,2,0,2,2,1,0,2,2,1
314,2,0,2,0,8,1,1,1,2,2,2,2,1,2,2
315,5,0,3,0,11,6,3,3,1,1,2,2,1,2,2
316,6,3,1,0,10,2,3,1,1,1,1,2,2,0,2
317,10,2,2,0,0,0,0,0,2,1,1,0,1,0,1
318,10,1,2,0,0,0,0,0,1,1,1,0,1,1,1
319,5,1,2,0,1,0,0,0,2,1,1,0,1,1,1
320,11,3,2,0,1,0,0,0,1,1,1,0,1,0,1
321,1,0,0,0,5,0,0,0,1,2,0,0,0,2,2
322,7,1,2,1,0,0,0,0,1,1,1,1,1,0,1
323,0,0,0,0,11,4,3,1,2,2,2,2,2,2,2
324,4,0,0,0,9,2,1,0,1,2,2,0,2,1,2
325,3,0,2,0,3,0,0,0,2,1,0,0,1,0,2
326,11,5,4,2,1,0,0,0,2,1,1,1,1,1,1
327,8,1,3,1,2,0,1,0,2,1,1,1,1,0,1
328,7,1,1,0,0,0,0,0,1,1,1,0,1,0,1
329,4,0,1,0,8,1,3,0,2,2,2,0,1,0,2
330,0,0,0,0,7,0,2,0,2,2,0,0,2,2,2
331,9,2,1,0,1,0,1,0,2,1,1,0,1,1,1
332,0,0,0,0,8,0,1,0,2,2,0,0,2,2,2
333,11,2,4,2,5,1,0,0,2,1,1,1,1,0,1
334,3,0,1,0,7,1,1,1,2,2,2,2,1,1,2
335,5,0,1,0,2,0,2,0,1,1,0,0,2,0,1
336,7,1,2,0,1,0,1,0,1,1,1,0,2,1,1
337,1,0,0,0,4,0,1,0,2,2,0,0,2,2,2
338,10,1,3,1,4,0,0,0,1,2,1,1,1,0,1
339,6,0,0,1,8,2,3,1,1,1,2,2,2,0,2
340,6,1,2,1,9,1,1,1,1,2,1,1,2,2,2
341,3,0,2,0,8,1,2,1,2,2,2,2,2,2,2
342,7,1,1,0,7,2,3,1,1,1,1,2,2,0,2
343,0,0,0,0,5,0,1,0,1,2,0,0,2,0,2
344,7,1,2,0,0,0,0,0,1,1,1,0,1,1,1
345,8,1,2,1,4,0,2,0,1,2,1,1,2,1,1
346,11,4,4,1,4,0,0,0,1,1,1,1,1,2,1
347,5,0,2,0,2,0,0,0,2,1,0,0,1,0,1
348,2,0,1,0,10,2,1,1,2,1,2,2,1,0,2
349,1,0,0,0,11,1,3,0,1,2,2,0,2,2,2
350,10,2,3,1,0,0,0,0,1,1,1,1,1,1,1
351,11,3,3,0,0,0,0,0,1,1,1,0,1,0,1
352,4,0,1,0,9,2,2,0,2,2,2,0,1,0,2
353,1,0,1,0,7,2,1,0,2,2,2,0,1,2,2
354,1,0,2,0,10,2,1,1,2,2,2,2,1,2,2
355,9,1,3,1,1,0,1,0,1,1,1,1,2,0,1
356,5,0,1,0,10,4,4,2,1,2,2,2,2,0,2
357,10,2,2,1,4,0,2,0,1,1,1,1,1,1,1
358,0,0,0,0,9,2,2,0,1,2,2,0,2,1,2
359,0,0,0,0,9,2,2,0,2,2,2,0,2,2,2
360,2,0,0,0,9,2,3,1,2,2,2,2,2,2,2
361,4,0,2,0,10,2,1,1,2,1,2,2,2,0,2
362,10,2,0,2,7,1,5,0,1,2,1,1,2,0,1
363,11,3,2,1,0,0,1,0,1,1,1,1,1,1,1
364,2,0,0,0,11,2,2,0,2,2,2,0,2,0,2
365,4,0,0,0,7,1,2,0,2,1,2,0,2,0,2
366,10,2,2,0,1,0,0,0,2,1,1,0,1,0,1
367,0,0,0,0,11,3,2,0,2,2,2,0,2,0,2
368,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
369,2,0,0,0,9,1,2,0,2,2,2,0,2,0,2
370,9,3,3,1,2,0,0,0,1,1,1,1,1,0,1
371,3,0,0,0,8,2,2,0,2,1,2,0,2,1,2
372,2,0,1,0,11,4,2,2,2,1,2,2,1,2,2
373,11,3,2,1,3,0,1,0,1,2,1,1,2,1,1
374,4,0,3,0,11,4,1,2,1,1,2,2,2,0,2
375,9,1,2,0,1,0,0,0,1,1,1,0,1,1,1
376,11,4,3,0,5,0,1,1,2,1,1,2,1,1,1
377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
378,9,2,4,1,11,7,2,1,2,2,2,1,1,0,1
379,10,2,3,0,3,0,0,1,2,2,1,2,1,0,1
380,6,0,1,0,11,3,3,1,1,1,2,2,2,2,2
381,11,2,4,1,1,0,0,0,1,1,1,1,1,0,1
382,8,1,2,1,6,0,1,1,1,2,1,2,2,1,1
383,0,0,0,0,10,2,3,1,2,2,2,2,2,0,2
384,5,0,2,1,11,4,2,1,2,1,2,1,1,1,2
385,3,0,2,0,10,2,1,1,2,2,2,2,1,0,2
386,2,0,1,0,9,2,2,0,2,2,2,0,2,2,2
387,0,0,0,0,10,2,4,0,2,2,2,0,2,2,2
388,3,0,1,0,7,1,1,1,2,1,2,2,1,0,2
389,1,0,0,0,6,1,2,0,1,1,2,0,2,0,2
390,2,0,0,0,9,1,3,0,1,1,2,0,2,0,2
391,11,3,4,2,3,0,0,0,1,2,1,1,1,1,1
392,1,0,0,0,4,0,1,0,2,2,0,0,2,2,2
393,1,0,2,0,11,4,2,2,2,2,2,2,2,0,2
394,10,1,1,1,2,0,2,0,2,1,1,1,2,2,1
395,3,0,1,0,11,2,4,1,2,2,2,2,2,2,2
396,5,1,4,0,6,1,0,1,1,2,1,2,1,2,2
397,3,0,1,0,6,1,1,1,1,2,2,2,1,0,2
398,8,2,0,0,7,1,3,0,1,1,1,0,2,0,2
399,4,0,1,1,8,1,2,0,1,1,2,1,1,0,2
400,9,1,0,0,10,2,3,1,2,2,2,2,2,1,1
401,1,0,0,0,10,3,2,1,2,2,2,2,2,2,2
402,11,2,0,0,2,0,2,0,2,1,1,0,2,2,1
403,9,2,2,1,1,0,0,0,1,1,1,1,1,1,1
404,0,0,0,0,10,2,3,0,2,2,2,0,2,0,2
405,4,0,2,0,0,0,0,0,1,1,0,0,1,1,1
406,0,0,0,0,10,2,2,0,1,2,2,0,2,0,2
407,0,0,0,0,11,2,2,0,2,2,2,0,2,2,2
408,3,0,3,1,11,5,2,1,2,2,2,2,1,0,2
409,1,0,2,0,8,1,0,1,2,2,2,2,1,0,2
410,3,0,0,0,9,1,2,1,2,2,2,2,2,0,2
411,2,0,1,0,7,2,1,2,2,1,2,2,2,2,2
412,9,2,2,0,0,0,0,0,1,1,1,0,1,1,1
413,9,3,4,2,6,2,2,0,1,2,1,1,1,0,1
414,5,1,3,0,10,3,2,2,1,1,1,2,1,0,2
415,7,1,0,0,0,0,2,0,1,1,1,0,2,1,1
416,10,2,2,0,3,0,1,0,2,1,1,0,1,0,1
417,4,0,2,1,10,3,2,1,1,1,2,1,1,0,2
418,1,0,0,0,11,3,3,0,2,2,2,0,2,2,2
419,10,2,2,1,5,0,0,0,1,2,1,1,1,0,1
420,0,0,1,0,9,2,0,1,1,2,2,2,1,2,2
421,10,2,1,0,1,0,1,0,2,2,1,0,2,1,1
422,11,4,1,1,0,0,1,0,1,1,1,1,2,1,1
423,10,2,2,1,0,0,0,0,1,1,1,1,1,1,1
424,9,2,1,1,0,0,0,0,2,1,1,1,1,2,1
425,0,0,1,0,5,1,1,0,2,2,2,0,1,2,2
426,11,4,2,2,4,0,0,0,2,2,1,1,1,1,1
427,11,3,2,1,3,0,1,0,2,2,1,1,2,0,1
428,6,1,2,0,2,0,1,0,2,1,1,0,1,2,1
429,11,5,2,0,6,0,2,2,2,1,1,2,2,0,1
430,8,1,3,1,5,0,1,1,2,1,1,2,2,1,1
431,10,2,2,0,4,1,0,1,2,1,2,2,1,0,1
432,11,2,1,1,1,0,3,0,1,1,1,1,2,0,1
