,t1_inhibitorKills,t1_dragonKills,t1_baronKills,t2_inhibitorKills,t2_dragonKills,t2_baronKills,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,winner
16092,1,1,0,0,3,1,2,2,1,2,2,2,1
16093,1,1,0,1,2,1,1,1,2,2,2,0,2
16094,0,0,0,2,2,0,2,2,2,0,2,2,2
16095,0,3,0,4,1,2,2,1,2,2,1,0,2
16096,0,0,0,1,3,1,2,1,2,2,2,0,2
16097,0,0,0,4,3,1,2,2,2,2,2,2,2
16098,1,2,0,1,3,1,2,1,1,2,2,0,2
16099,1,0,0,1,2,0,2,1,2,0,2,0,1
16100,0,1,0,0,1,0,1,1,0,0,1,1,1
16101,1,2,0,0,1,0,1,2,1,0,2,0,1
16102,4,1,0,1,0,0,2,2,1,0,1,0,2
16103,4,1,0,1,3,1,2,2,1,2,2,0,2
16104,0,1,0,2,2,0,1,2,2,0,2,2,2
16105,1,4,0,1,0,1,2,1,1,2,1,0,2
16106,2,3,1,0,0,0,2,1,1,1,1,0,1
16107,0,0,0,2,3,1,2,1,2,2,2,0,2
16108,3,3,1,0,0,0,1,1,1,1,1,0,1
16109,3,1,0,0,0,0,1,1,1,0,1,0,1
16110,0,0,0,1,2,0,1,2,2,0,2,0,2
16111,1,2,1,0,0,0,2,1,1,1,1,1,1
16112,1,2,0,0,0,0,2,1,1,0,1,0,1
16113,0,1,0,1,1,0,1,2,2,0,1,0,2
16114,1,2,1,0,0,0,2,1,1,1,1,1,1
16115,1,2,1,0,1,0,2,2,1,1,1,0,1
16116,2,1,1,0,0,0,1,1,1,1,1,1,1
16117,0,0,0,2,1,0,1,2,2,0,2,0,2
16118,3,2,1,0,0,0,1,1,1,1,1,1,1
16119,1,2,1,0,1,0,2,1,1,1,2,1,1
16120,0,0,0,1,3,1,1,2,2,2,2,2,2
16121,2,3,1,0,1,0,1,1,1,1,1,0,1
16122,4,3,2,2,2,0,1,1,2,1,1,0,1
16123,0,0,0,0,0,0,1,0,0,0,0,0,2
16124,3,2,0,0,0,0,1,1,1,0,1,0,1
16125,1,2,1,0,0,0,2,2,1,1,1,1,1
16126,4,3,2,0,2,0,1,1,1,1,1,0,1
16127,3,3,1,0,0,0,1,1,1,1,1,0,1
16128,1,0,1,0,3,0,2,2,1,1,2,0,1
16129,2,3,0,1,2,2,2,1,2,2,1,1,1
16130,0,1,0,2,1,0,2,2,2,0,1,2,2
16131,3,3,1,0,0,0,1,1,1,1,1,0,1
16132,3,2,1,0,1,0,1,2,1,1,1,0,1
16133,3,2,1,0,1,0,2,2,1,1,1,2,1
16134,3,3,1,0,0,0,1,1,1,1,1,1,1
16135,0,0,0,2,3,0,2,2,2,0,2,0,2
16136,0,0,0,3,2,0,2,2,2,0,2,2,2
16137,1,2,1,0,0,0,1,1,1,1,1,1,1
16138,0,0,0,4,3,1,1,2,2,2,2,0,2
16139,0,2,0,3,2,1,2,2,2,2,1,2,2
16140,0,0,0,2,2,1,1,2,2,2,2,0,2
16141,1,0,1,1,3,0,2,2,2,1,2,0,1
16142,2,3,1,0,0,0,1,1,1,1,1,1,1
16143,2,2,0,0,0,0,1,1,1,0,1,0,1
16144,0,0,0,3,4,2,2,2,2,2,2,2,2
16145,2,3,1,0,1,0,1,1,1,1,1,1,1
16146,1,3,0,1,1,1,1,1,1,2,1,0,2
16147,1,2,0,2,0,1,1,1,1,2,1,1,2
16148,2,3,1,0,0,0,2,1,1,1,1,1,1
16149,0,1,0,1,2,0,2,2,2,0,1,2,2
16150,3,2,1,0,2,0,2,2,1,1,2,2,1
16151,0,1,0,2,1,1,1,1,2,2,1,0,2
16152,2,2,0,0,0,0,1,1,1,0,1,0,1
16153,0,0,0,2,4,1,1,2,2,2,2,2,2
16154,2,3,0,0,0,0,1,1,1,0,1,1,1
16155,2,2,0,0,1,0,2,1,1,0,2,0,1
16156,1,1,0,0,2,0,1,1,1,0,2,2,1
16157,1,1,0,0,1,0,1,1,1,0,2,2,1
16158,0,0,0,3,3,1,2,1,2,2,2,0,2
16159,2,2,0,2,2,1,1,1,1,2,1,1,2
16160,0,2,0,1,1,1,2,2,2,2,1,1,2
16161,4,4,2,7,3,1,2,2,2,1,1,0,1
16162,1,1,0,4,4,2,1,2,2,2,2,1,2
16163,0,1,0,1,2,1,2,1,2,2,1,0,2
16164,3,2,1,0,2,0,1,1,1,1,1,2,1
16165,0,2,0,3,2,2,2,1,2,2,2,2,2
16166,1,2,0,0,0,0,2,1,1,0,1,0,1
16167,0,0,0,1,2,0,2,2,2,0,2,0,2
16168,0,0,1,3,5,1,1,1,2,1,2,1,2
16169,0,2,1,1,1,0,2,2,2,1,1,0,2
16170,0,2,0,3,0,1,1,2,2,2,1,1,2
16171,1,2,1,1,1,0,2,2,2,1,1,1,1
16172,0,1,0,3,2,0,1,2,2,0,1,0,2
16173,0,3,0,1,0,1,2,1,2,2,1,1,2
16174,0,2,0,2,1,0,2,1,2,0,1,1,2
16175,0,2,0,1,1,1,1,2,2,2,2,2,2
16176,0,0,0,1,3,1,2,2,2,2,2,0,2
16177,0,0,0,2,2,0,2,2,2,0,2,0,2
16178,1,2,0,0,1,0,1,1,1,0,2,0,1
16179,1,2,1,0,0,0,2,1,1,1,1,1,1
16180,0,0,0,5,3,1,1,2,2,2,2,0,2
16181,4,0,0,0,0,1,1,1,1,2,0,1,1
16182,4,4,1,0,0,0,2,2,1,1,1,0,1
16183,0,2,0,1,1,2,1,2,2,2,1,0,2
16184,3,2,1,0,0,0,1,1,1,1,1,1,1
16185,0,1,0,2,1,1,1,2,2,2,1,0,2
16186,3,2,0,0,1,0,1,1,1,0,1,1,1
16187,2,1,2,1,3,0,1,2,2,1,2,2,1
16188,5,4,1,2,1,1,2,2,1,1,1,0,1
16189,2,2,0,1,2,1,2,2,1,2,1,0,2
16190,4,3,0,0,0,1,1,2,1,2,1,1,1
16191,1,1,0,0,0,0,1,1,1,0,1,0,1
16192,1,4,0,0,0,0,1,1,1,0,1,2,1
16193,1,4,1,0,0,0,2,1,1,1,1,1,1
16194,0,1,0,1,1,0,2,2,2,0,1,1,2
16195,0,2,0,2,1,0,1,2,2,0,1,1,2
16196,1,1,0,0,3,1,2,1,1,2,1,0,1
16197,0,0,0,1,3,1,2,2,2,2,2,2,2
16198,0,0,0,0,1,0,2,2,0,0,2,2,2
16199,1,2,2,0,1,0,2,2,1,1,2,1,1
16200,1,2,1,0,1,0,1,1,1,1,2,1,1
16201,2,2,1,0,1,0,1,2,1,1,1,1,1
16202,2,5,1,0,0,1,1,1,1,2,1,1,1
16203,1,4,1,1,0,0,2,1,2,1,1,2,1
16204,0,0,0,1,3,1,1,1,2,2,2,0,2
16205,1,0,0,4,3,2,2,2,2,2,2,1,2
16206,0,1,0,2,1,0,2,1,2,0,1,0,2
16207,0,2,0,3,2,1,1,2,2,2,1,2,2
16208,0,1,0,1,2,1,1,1,2,2,2,2,2
16209,3,3,1,0,0,0,1,1,1,1,1,1,1
16210,0,1,0,0,0,0,1,1,0,0,1,0,1
16211,0,1,0,0,0,0,1,1,0,0,1,0,1
16212,1,3,1,0,1,0,1,1,1,1,2,1,1
16213,0,1,0,1,1,0,1,2,2,0,2,1,2
16214,0,0,0,2,2,1,2,2,2,2,2,2,2
16215,0,1,0,2,0,2,2,1,2,2,1,1,2
16216,0,0,0,2,3,0,1,2,2,0,2,0,2
16217,3,4,1,0,1,1,1,1,1,2,1,0,1
16218,1,2,0,0,2,0,2,2,1,0,2,0,1
16219,0,0,0,0,2,0,2,2,0,0,2,2,2
16220,3,2,1,0,4,0,2,1,1,1,2,0,1
16221,2,0,0,0,4,0,2,2,1,0,2,2,1
16222,2,1,1,0,0,0,2,1,1,1,1,1,1
16223,3,3,1,0,0,0,2,1,1,1,1,2,1
16224,0,2,1,2,1,0,2,2,2,1,1,0,2
16225,1,0,0,0,1,0,1,1,1,0,2,0,1
16226,2,3,2,1,2,0,1,2,1,1,1,2,1
16227,0,0,0,0,0,0,2,0,0,0,0,0,2
16228,2,3,1,1,0,0,1,1,1,1,1,1,1
16229,3,3,0,0,0,0,1,1,1,0,1,2,1
16230,0,0,0,3,3,0,1,2,2,0,2,0,2
16231,3,3,1,2,0,0,2,2,2,1,1,2,1
16232,2,3,1,0,0,0,1,2,1,1,1,1,1
16233,6,3,2,0,1,0,1,1,1,1,2,1,1
16234,0,0,0,1,2,1,2,2,2,2,2,0,2
16235,0,2,0,0,0,0,2,1,0,0,1,1,1
16236,0,0,0,2,3,1,2,2,2,2,2,2,2
16237,0,1,0,1,1,1,2,2,2,2,1,0,2
16238,2,1,0,0,1,0,1,1,1,0,2,1,1
16239,1,2,1,0,1,0,2,2,1,1,1,0,1
16240,0,2,0,1,2,0,2,1,2,0,1,1,2
16241,0,0,0,2,1,0,2,2,2,0,2,2,2
16242,0,0,0,3,2,1,2,2,2,2,2,0,2
16243,1,2,1,0,2,0,1,2,1,1,2,2,1
16244,0,2,0,0,0,0,1,1,0,0,1,1,1
16245,0,1,0,2,2,1,1,2,2,2,1,1,2
16246,3,2,0,0,0,0,1,1,1,0,1,1,1
16247,1,3,0,0,0,0,2,1,1,0,1,1,1
16248,2,3,1,0,0,0,1,1,1,1,1,1,1
16249,0,0,0,2,1,0,2,2,2,0,2,0,2
16250,0,0,0,3,2,1,1,2,2,2,2,0,2
16251,2,1,0,0,1,1,1,1,1,2,2,0,1
16252,1,1,0,1,1,1,2,1,1,2,2,0,2
16253,0,2,0,0,1,0,2,1,0,0,2,2,1
16254,5,4,1,1,1,0,2,1,1,1,1,1,2
16255,3,3,1,0,0,0,1,1,1,1,1,1,1
16256,0,1,0,1,3,0,1,2,2,0,2,0,2
16257,0,0,0,1,2,0,2,2,2,0,2,0,2
16258,0,1,0,1,1,1,1,1,2,2,1,2,2
16259,4,4,1,1,1,1,2,2,2,1,1,2,1
16260,0,0,0,3,4,2,2,2,2,2,2,0,2
16261,2,1,1,0,4,0,2,1,1,1,2,2,1
16262,2,1,0,0,0,0,1,1,1,0,1,0,1
16263,3,2,2,0,1,0,2,1,1,1,2,0,1
16264,1,1,0,0,3,1,2,1,1,2,2,0,1
16265,0,0,0,4,3,1,1,2,2,2,2,2,2
16266,2,2,0,0,0,0,1,1,1,0,1,0,1
16267,4,2,1,0,1,0,2,2,1,1,1,1,1
16268,1,2,1,0,0,0,1,1,1,1,1,1,1
16269,2,2,0,0,0,0,2,1,1,0,1,0,1
16270,1,1,2,4,4,1,2,2,2,1,2,2,2
16271,0,0,0,3,1,1,2,2,2,2,2,2,2
16272,0,0,0,2,2,0,2,2,2,0,2,0,2
16273,1,1,0,0,1,0,2,1,1,0,1,0,1
16274,0,1,0,1,2,0,2,2,2,0,2,2,2
16275,0,0,2,1,3,0,2,2,2,1,2,2,2
16276,0,0,0,0,1,0,2,1,0,0,2,0,2
16277,2,1,1,0,2,0,2,1,1,1,2,0,1
16278,3,3,0,3,2,1,1,2,2,2,2,0,2
16279,0,0,0,0,0,0,2,2,0,0,0,1,2
16280,1,2,1,0,1,0,2,1,1,1,1,0,1
16281,3,1,0,0,0,0,1,1,1,0,1,0,1
16282,2,2,1,0,1,0,2,1,1,1,1,0,1
16283,1,0,0,0,0,0,1,1,1,0,0,1,1
16284,0,1,1,2,2,0,1,2,2,1,2,1,2
16285,3,4,1,0,0,0,1,1,1,1,1,1,1
16286,0,2,0,3,1,2,2,2,2,2,1,1,2
16287,0,0,0,2,3,0,2,2,2,0,2,0,2
16288,3,3,0,0,0,0,1,1,1,0,1,0,1
16289,2,2,1,0,2,0,1,1,1,1,2,0,1
16290,0,1,0,3,1,1,1,2,2,2,1,0,2
16291,1,2,0,0,0,0,1,1,1,0,1,1,1
16292,2,3,1,0,0,0,1,1,1,1,1,1,1
16293,2,1,1,1,3,0,2,2,1,1,2,2,1
16294,4,3,2,0,1,0,1,1,1,1,1,2,1
16295,2,2,1,0,2,0,2,2,1,1,2,2,1
16296,0,2,1,1,2,0,2,2,2,1,2,0,2
16297,0,1,0,3,3,2,1,1,2,2,2,0,2
16298,0,0,0,2,2,2,2,1,2,2,2,0,2
16299,0,0,0,0,0,0,2,0,0,0,0,0,2
16300,0,1,0,0,0,0,1,1,0,0,1,1,1
16301,3,3,1,0,0,0,1,1,1,1,1,0,1
16302,0,0,0,0,0,0,2,0,0,0,0,0,1
16303,2,2,2,0,3,0,1,1,1,1,2,1,1
16304,2,1,0,0,0,0,1,1,1,0,1,1,1
16305,0,1,0,3,2,1,2,2,2,2,1,2,2
16306,0,2,0,2,2,0,2,2,2,0,1,0,2
16307,0,0,0,1,2,0,2,2,2,0,2,0,2
16308,3,2,1,0,1,0,1,1,1,1,1,1,1
16309,0,1,0,1,2,1,1,1,2,2,2,0,2
16310,3,2,1,0,1,0,1,2,1,1,2,1,1
16311,0,0,0,2,3,1,2,1,2,2,2,1,2
16312,3,2,2,0,2,0,1,2,1,1,2,0,1
16313,0,1,0,2,1,1,2,2,2,2,1,2,2
16314,0,0,0,2,2,1,2,1,2,2,2,0,2
16315,4,3,1,2,1,1,2,1,2,1,1,0,2
16316,6,2,1,1,1,1,1,1,1,1,1,2,1
16317,2,1,0,0,0,0,1,1,1,0,1,0,1
16318,2,2,0,0,1,0,1,1,1,0,1,0,1
16319,1,1,0,3,2,1,2,2,1,2,2,2,2
16320,0,2,0,0,0,0,2,1,0,0,1,0,1
16321,2,2,2,1,3,0,2,2,2,1,2,2,1
16322,1,2,1,0,0,0,2,1,1,1,1,0,1
16323,0,0,0,0,2,0,1,2,0,0,2,0,2
16324,0,0,0,1,2,0,2,2,2,0,2,0,2
16325,0,1,0,3,2,1,1,2,2,2,1,0,2
16326,1,3,0,0,0,0,1,1,1,0,1,2,1
16327,0,2,0,1,1,1,1,1,2,2,1,1,2
16328,0,0,0,2,1,0,2,2,2,0,2,2,2
16329,0,3,1,1,1,0,1,1,2,1,1,0,2
16330,1,4,0,0,0,1,2,2,1,2,1,0,1
16331,0,2,0,1,1,1,1,1,2,2,1,0,2
16332,0,1,0,4,3,0,1,1,2,0,1,1,2
16333,3,4,1,1,2,1,2,1,1,1,1,1,2
16334,3,3,1,0,0,0,1,1,1,1,1,1,1
16335,0,0,0,2,3,1,1,1,2,2,2,0,2
16336,3,2,0,2,4,2,1,2,1,2,2,0,1
16337,3,3,0,0,0,0,1,1,1,0,1,0,1
16338,3,3,0,0,1,0,1,1,1,0,1,0,1
16339,0,0,0,2,1,1,1,2,2,2,2,0,2
16340,0,1,0,2,2,1,2,2,2,2,2,2,2
16341,0,0,0,0,3,1,2,2,0,2,2,1,2
16342,0,0,0,2,0,0,2,2,2,0,0,0,2
16343,5,3,1,0,0,0,1,1,1,1,1,0,1
16344,0,1,0,1,3,0,2,1,2,0,2,2,2
16345,0,1,0,3,1,0,2,2,2,0,1,0,2
16346,1,1,0,0,1,0,2,1,1,0,2,0,1
16347,3,0,1,1,3,0,1,2,2,1,2,1,1
16348,3,3,1,0,1,0,1,1,1,1,1,2,1
16349,1,0,1,1,2,1,1,1,2,1,2,1,2
16350,0,1,0,2,2,2,1,2,2,2,1,2,2
16351,0,0,0,1,3,1,1,2,2,2,2,0,2
16352,0,1,0,1,2,1,1,2,2,2,2,0,2
16353,0,0,0,0,0,0,1,2,0,0,0,0,2
16354,1,1,0,3,4,2,2,2,1,2,2,1,2
16355,0,0,0,0,0,0,1,0,0,0,0,0,1
16356,1,2,0,0,0,0,1,1,1,0,1,0,1
16357,2,4,1,1,1,0,2,1,1,1,2,1,1
16358,4,3,1,0,0,0,2,1,1,1,1,1,1
16359,1,2,1,0,1,0,1,1,1,1,2,0,1
16360,0,1,0,2,2,1,2,2,2,2,1,2,2
16361,3,1,2,4,4,1,1,2,2,1,1,0,2
16362,1,1,0,0,1,0,2,2,1,0,2,0,1
16363,1,3,1,0,0,0,1,2,1,1,1,0,1
16364,1,2,0,0,0,0,1,1,1,0,1,0,1
16365,0,2,0,2,1,2,1,1,2,2,1,2,2
16366,0,1,0,2,3,2,1,2,2,2,2,0,2
16367,0,0,0,0,0,0,1,0,0,0,0,0,1
16368,0,0,0,1,3,0,2,2,2,0,2,0,2
16369,0,1,0,2,2,1,2,1,2,2,1,1,2
16370,0,1,0,2,1,0,2,2,2,0,1,2,2
16371,3,1,1,0,1,0,1,2,1,1,2,1,1
16372,0,2,0,0,0,0,1,1,0,0,1,1,1
16373,0,0,0,3,2,1,2,1,2,2,2,2,2
16374,0,1,0,1,3,2,2,1,2,2,2,2,2
16375,0,1,0,1,2,1,2,2,2,2,2,1,2
16376,0,1,0,3,3,2,1,2,2,2,1,0,2
16377,4,3,1,0,2,0,1,1,1,1,1,1,1
16378,2,2,0,0,0,0,2,1,1,0,1,0,1
16379,0,0,0,0,1,0,2,2,0,0,2,0,2
16380,0,2,1,6,3,1,1,1,2,2,1,0,2
16381,2,1,2,1,2,0,1,2,2,1,1,0,1
16382,2,2,1,0,0,0,2,1,1,1,1,2,1
16383,3,2,1,1,1,1,1,1,2,2,2,1,1
16384,0,0,0,4,1,0,2,2,2,0,2,0,2
16385,3,2,1,0,0,0,1,1,1,1,1,0,1
16386,0,3,0,1,2,1,2,1,2,2,1,0,2
16387,2,1,0,0,0,0,2,1,1,0,1,0,1
16388,0,1,0,0,2,0,1,2,0,0,2,2,2
16389,1,1,0,0,1,0,2,1,1,0,2,2,1
16390,2,2,1,1,1,1,1,2,2,1,2,0,1
16391,0,0,0,1,0,0,2,2,2,0,0,2,2
16392,3,3,2,1,1,0,1,1,1,1,1,0,1
16393,0,0,0,4,3,0,2,2,2,0,2,2,2
16394,1,3,1,1,1,0,1,1,2,1,1,1,1
16395,0,0,0,2,2,0,2,2,2,0,2,2,2
16396,1,2,1,0,1,0,1,2,1,1,2,0,1
16397,1,2,0,0,1,0,1,2,1,0,2,2,1
16398,0,1,0,2,1,1,1,2,2,2,2,0,2
16399,2,2,0,0,0,0,1,1,1,0,1,1,1
16400,1,1,2,0,0,0,2,1,1,1,1,0,1
16401,0,0,0,2,3,1,2,2,2,2,2,0,2
16402,2,3,1,0,0,0,2,1,1,1,1,1,1
16403,0,2,0,3,1,1,2,2,2,2,1,0,2
16404,3,2,1,3,3,1,1,2,2,2,1,0,1
16405,0,1,0,0,1,1,1,2,0,2,1,2,2
16406,3,3,0,0,0,1,1,2,1,2,1,2,1
16407,1,1,0,0,1,0,2,1,1,0,2,0,1
16408,4,2,1,0,1,0,1,1,1,1,2,1,1
16409,0,0,0,1,1,0,2,2,2,0,2,0,2
16410,1,2,0,0,1,0,2,2,1,0,2,2,1
16411,1,2,0,0,1,0,2,1,1,0,2,0,1
16412,0,0,0,2,2,0,2,2,2,0,2,0,2
16413,2,2,1,0,2,0,1,1,1,1,1,0,1
16414,0,2,0,2,2,0,1,1,2,0,1,0,2
16415,1,2,0,0,1,0,1,1,1,0,1,2,1
16416,3,0,1,0,2,0,2,2,1,1,2,1,1
16417,2,3,0,0,0,0,1,1,1,0,1,1,1
16418,1,2,0,0,1,0,1,1,1,0,2,0,1
16419,0,0,0,2,1,0,1,2,2,0,2,0,2
16420,3,2,0,0,2,1,2,1,1,2,1,0,1
16421,3,3,1,0,0,0,2,1,1,1,1,0,1
16422,0,0,0,0,0,0,1,1,0,0,0,0,1
16423,0,0,1,2,3,0,1,2,2,1,2,2,2
16424,4,2,1,0,1,0,2,2,1,1,2,2,1
16425,2,2,1,0,0,0,2,2,1,1,1,2,1
16426,3,0,0,0,0,0,1,1,1,0,0,0,1
16427,3,2,1,0,1,0,1,2,1,1,2,0,1
16428,0,1,0,2,2,0,2,2,2,0,1,1,2
16429,1,1,0,0,1,0,2,1,1,0,2,1,1
16430,0,2,0,0,1,1,2,2,0,2,2,2,2
16431,1,0,1,1,4,1,1,1,2,2,2,1,1
16432,0,1,0,1,3,2,2,2,2,2,2,0,2
16433,3,1,0,0,0,0,1,1,1,0,1,0,1
16434,0,1,1,1,1,0,2,2,2,1,1,0,2
16435,0,0,0,2,2,0,1,2,2,0,2,0,2
16436,2,2,0,0,0,0,1,1,1,0,1,0,1
16437,1,1,2,1,4,0,2,2,2,1,2,0,1
16438,2,1,1,0,1,0,2,1,1,1,2,0,1
16439,3,1,0,0,1,0,1,1,1,0,2,1,1
16440,0,0,0,1,3,1,1,1,2,2,2,2,2
16441,3,3,1,0,0,0,1,1,1,1,1,1,1
16442,2,5,0,3,0,2,1,2,1,2,1,1,2
16443,0,0,0,1,2,1,1,2,2,2,2,2,2
16444,2,1,0,0,0,0,1,1,1,0,1,0,1
16445,0,1,0,0,0,0,2,2,0,0,1,0,2
16446,2,1,1,0,2,0,2,2,1,1,2,1,1
16447,0,2,0,3,1,0,1,2,2,0,2,1,2
16448,0,0,0,2,2,0,2,1,2,0,2,0,2
16449,2,2,0,0,0,0,1,1,1,0,1,0,1
16450,3,4,1,0,0,0,1,2,1,1,1,1,1
16451,2,2,1,0,1,0,1,1,1,1,1,0,1
16452,0,0,0,0,2,0,2,1,0,0,2,2,2
16453,0,0,0,3,3,1,1,2,2,2,2,0,2
16454,0,1,0,0,0,0,1,2,0,0,1,2,2
16455,1,3,1,1,1,0,1,1,1,1,1,2,2
16456,2,2,0,0,0,0,1,1,1,0,1,1,1
16457,0,1,0,1,3,1,2,2,2,2,2,0,2
16458,1,2,0,0,0,0,1,1,1,0,1,1,1
16459,0,0,0,3,1,0,2,2,2,0,2,0,2
16460,1,1,1,0,1,0,2,1,1,1,2,0,1
16461,0,2,0,0,0,0,2,2,0,0,1,1,2
16462,0,3,0,1,2,2,2,2,2,2,2,2,2
16463,0,1,0,2,3,1,2,2,2,2,2,1,2
16464,2,1,0,1,2,1,1,1,2,2,2,1,1
16465,0,1,0,0,0,0,1,1,0,0,1,0,1
16466,2,1,0,1,2,1,1,2,1,2,1,0,2
16467,2,3,1,0,0,0,1,1,1,1,1,1,1
16468,0,0,0,1,4,1,1,2,2,2,2,2,2
16469,1,1,0,0,1,0,2,1,1,0,1,0,1
16470,0,1,0,2,2,2,2,1,2,2,1,2,2
16471,2,2,0,0,1,0,1,1,1,0,2,1,1
16472,3,2,1,0,1,0,1,1,1,1,2,2,1
16473,0,2,0,1,1,2,2,1,2,2,2,2,2
16474,0,0,0,1,3,1,1,2,2,2,2,2,2
16475,2,2,0,0,1,0,2,1,1,0,2,0,1
16476,0,0,0,2,2,1,2,2,2,2,2,2,2
16477,0,0,0,0,0,0,0,0,0,0,0,0,1
16478,3,3,1,0,0,0,1,1,1,1,1,0,1
16479,0,0,0,0,1,0,2,2,0,0,2,0,2
16480,0,1,0,0,1,0,1,2,0,0,1,0,2
16481,0,2,1,3,2,0,1,2,2,1,1,1,2
16482,0,0,0,2,2,0,2,2,2,0,2,2,2
16483,0,1,0,1,3,1,2,2,2,2,2,0,2
16484,2,2,1,0,1,0,1,2,1,1,1,2,1
16485,4,3,0,0,0,0,1,1,1,0,1,1,1
16486,0,3,0,3,0,1,2,2,2,2,1,0,2
16487,0,0,1,3,3,0,2,2,2,1,2,0,2
16488,0,0,0,4,1,1,2,2,2,2,2,2,2
16489,1,2,0,0,1,0,2,1,1,0,1,0,1
16490,0,0,0,3,3,1,2,2,2,2,2,2,2
16491,2,4,1,0,0,0,1,2,1,1,1,1,1
16492,3,1,1,1,3,0,1,2,2,1,2,2,1
16493,1,3,0,0,0,0,2,2,1,0,1,0,1
16494,0,2,0,1,1,1,1,1,2,2,1,1,2
16495,2,2,1,0,1,0,1,1,1,1,2,2,1
16496,0,0,1,2,3,1,1,1,2,1,2,1,2
16497,1,0,0,0,0,0,1,1,1,0,0,0,1
16498,0,0,0,4,3,1,2,2,2,2,2,0,2
16499,2,2,0,0,0,0,1,1,1,0,1,0,1
16500,1,1,1,3,4,1,1,2,2,1,2,1,1
16501,3,3,0,0,0,0,2,1,1,0,1,2,1
16502,0,2,1,0,0,0,2,1,0,1,1,0,1
16503,2,1,0,0,0,0,1,1,1,0,1,0,1
16504,0,0,0,1,2,1,2,2,2,2,2,0,2
16505,2,3,1,0,1,0,1,1,1,1,1,2,1
16506,0,3,0,0,0,0,1,1,0,0,1,0,1
16507,3,1,0,0,2,0,1,1,1,0,2,0,1
16508,1,3,1,0,0,0,2,1,1,1,1,2,1
16509,0,0,0,3,3,1,2,2,2,2,2,0,2
16510,0,0,0,5,4,2,1,2,2,2,2,2,2
16511,2,1,0,0,0,0,1,1,1,0,1,0,1
16512,0,3,0,0,0,0,2,2,0,0,1,0,1
16513,3,3,1,0,0,0,2,2,1,1,1,0,1
16514,2,0,1,0,1,0,2,2,1,1,2,1,1
16515,0,0,0,0,0,0,0,0,0,0,0,0,2
16516,0,0,0,2,2,1,1,2,2,2,2,2,2
16517,0,0,0,0,0,0,1,0,0,0,0,0,2
16518,1,2,0,0,0,0,2,1,1,0,1,0,1
16519,0,0,0,0,1,0,2,1,0,0,2,0,2
16520,0,0,0,1,3,0,1,2,2,0,2,0,2
16521,0,0,0,2,2,0,2,2,2,0,2,0,2
16522,2,2,1,0,1,0,1,1,1,1,2,2,1
16523,1,1,0,0,0,0,2,2,1,0,1,0,1
16524,1,1,0,0,2,0,2,2,1,0,1,0,1
16525,3,1,1,0,1,0,2,1,1,1,2,0,1
16526,0,0,0,4,2,0,2,2,2,0,2,0,2
16527,0,2,0,0,0,0,2,1,0,0,1,0,1
16528,1,1,1,0,1,0,1,1,1,1,1,1,1
16529,0,2,0,2,1,1,1,2,2,2,1,1,2
16530,3,2,0,0,0,0,2,1,1,0,1,0,1
16531,0,0,0,2,1,0,1,2,2,0,2,0,2
16532,2,3,0,0,0,0,1,1,1,0,1,1,1
16533,2,1,0,0,0,0,1,1,1,0,1,0,1
16534,1,1,0,0,0,0,1,1,1,0,1,0,1
16535,3,1,1,0,2,0,2,1,1,1,1,0,1
16536,0,4,0,2,0,1,1,2,2,2,1,0,2
16537,0,0,0,4,4,2,2,2,2,2,2,2,2
16538,2,3,1,0,2,0,1,2,1,1,2,2,1
16539,3,2,0,0,0,0,2,1,1,0,1,0,1
16540,0,0,0,2,4,1,2,2,2,2,2,2,2
16541,0,1,1,2,1,1,1,2,2,2,1,0,2
16542,3,4,0,0,0,0,1,1,1,0,1,0,1
16543,4,3,1,0,2,0,2,2,1,1,1,0,1
16544,0,3,0,2,1,2,2,1,2,2,1,0,2
16545,0,1,0,1,3,1,2,2,2,2,2,0,2
16546,0,0,0,0,0,0,2,0,0,0,0,0,1
16547,0,0,0,1,3,1,2,2,2,2,2,2,2
16548,0,0,0,0,1,0,1,2,0,0,2,2,2
16549,0,1,1,1,3,0,2,2,2,1,2,0,2
16550,1,1,0,0,1,0,2,1,1,0,2,0,1
16551,0,0,0,1,2,0,2,2,2,0,2,0,2
16552,0,2,0,2,1,1,1,2,2,2,1,0,2
16553,0,0,0,0,2,0,2,2,0,0,2,0,2
16554,1,1,2,0,1,0,2,1,1,1,2,0,1
16555,0,2,0,0,0,0,2,1,0,0,1,0,1
16556,0,0,0,1,3,1,2,2,2,2,2,2,2
16557,1,3,0,0,0,1,1,1,1,2,1,1,1
16558,4,3,1,0,1,0,1,1,1,1,2,0,1
16559,0,1,0,1,2,1,2,2,2,2,2,0,2
16560,0,1,0,1,1,1,2,1,2,2,2,0,2
16561,2,1,0,0,0,0,1,1,1,0,1,0,1
16562,1,1,1,0,2,0,1,1,1,1,2,2,1
16563,0,0,0,3,3,1,2,1,2,2,2,1,2
16564,0,2,0,0,1,0,2,2,0,0,1,0,2
16565,0,2,0,4,1,2,2,2,2,2,1,2,2
16566,3,3,1,0,0,0,2,2,1,1,1,0,1
16567,3,3,1,0,0,0,2,1,1,1,1,0,1
16568,1,1,0,0,1,0,1,1,1,0,2,0,1
16569,2,2,1,1,2,1,1,1,1,1,2,1,1
16570,0,1,0,2,2,1,2,2,2,2,1,2,2
