,t1_inhibitorKills,t1_dragonKills,t1_baronKills,t2_inhibitorKills,t2_dragonKills,t2_baronKills,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,winner
28806,0,0,0,1,2,0,2,2,2,0,2,2,2
28807,3,4,1,1,1,1,1,1,1,2,2,1,1
28808,2,4,0,0,1,0,2,1,1,0,1,0,1
28809,0,1,0,0,0,0,2,1,0,0,1,0,1
28810,0,0,0,2,0,0,2,2,2,0,0,0,2
28811,1,3,1,0,0,0,1,1,1,1,1,0,1
28812,1,4,1,0,0,0,1,1,1,1,1,0,1
28813,0,1,0,3,1,0,1,2,2,0,1,2,2
28814,0,1,0,4,4,1,2,2,2,2,2,1,2
28815,0,2,0,3,2,2,1,2,2,2,1,1,2
28816,0,0,0,0,0,0,0,0,0,0,0,0,2
28817,1,2,0,0,0,0,1,1,1,0,1,1,1
28818,0,1,0,0,1,0,2,1,0,0,1,0,1
28819,2,4,1,0,0,0,2,1,1,1,1,0,1
28820,1,3,1,2,1,1,1,1,2,2,1,1,2
28821,0,0,0,2,0,0,1,2,2,0,0,0,2
28822,5,3,1,0,2,1,1,2,1,2,1,0,1
28823,0,2,0,0,0,0,1,1,0,0,1,0,1
28824,0,1,0,0,1,0,2,2,0,0,1,2,2
28825,2,3,1,0,1,0,1,2,1,1,1,2,1
28826,1,1,1,0,2,0,2,1,1,1,2,0,1
28827,3,2,0,0,0,1,1,1,1,2,1,0,1
28828,3,0,0,0,1,0,1,1,1,0,2,0,1
28829,1,3,1,0,0,0,1,1,1,1,1,1,1
28830,0,1,0,1,2,1,2,2,2,2,2,0,2
28831,0,3,0,2,2,0,2,1,2,0,1,0,2
28832,0,2,1,1,1,1,2,2,2,1,2,2,2
28833,0,0,0,5,5,1,1,1,2,2,2,2,2
28834,0,0,0,2,1,0,2,2,2,0,2,2,2
28835,0,1,0,4,2,1,2,2,2,2,1,0,2
28836,3,2,1,1,3,1,1,1,1,2,2,0,1
28837,2,2,0,0,1,0,1,1,1,0,2,2,1
28838,2,2,1,0,0,0,2,1,1,1,1,1,1
28839,0,1,0,1,3,1,2,2,2,2,1,0,2
28840,4,2,1,0,1,0,1,1,1,1,1,1,1
28841,5,3,1,1,2,2,2,2,1,2,1,0,1
28842,2,4,0,0,0,1,2,1,1,2,1,1,1
28843,0,0,0,1,1,1,1,2,2,2,2,0,2
28844,2,1,1,0,1,0,2,1,1,1,2,1,1
28845,0,1,0,2,3,1,2,2,2,2,1,0,2
28846,0,1,0,1,2,0,2,2,2,0,1,2,2
28847,0,3,0,1,1,1,2,2,2,2,1,0,2
28848,1,0,1,1,4,1,2,1,1,1,2,0,2
28849,0,1,0,0,1,0,1,1,0,0,2,0,1
28850,0,3,0,4,2,2,1,2,2,2,1,0,2
28851,1,2,0,0,1,0,2,1,1,0,1,1,1
28852,3,2,1,1,2,1,1,2,2,2,2,0,1
28853,0,2,0,2,0,0,2,2,2,0,1,2,2
28854,1,2,0,0,1,0,1,1,1,0,2,0,1
28855,0,0,0,1,3,1,1,2,2,2,2,2,2
28856,0,0,0,3,2,1,1,2,2,2,2,0,2
28857,0,1,1,1,3,0,2,1,2,1,2,1,2
28858,0,1,0,3,3,1,1,2,2,2,2,0,2
28859,1,1,0,0,1,0,1,1,1,0,2,0,1
28860,0,0,0,4,4,1,1,2,2,2,2,0,2
28861,2,3,0,0,0,0,1,1,1,0,1,1,1
28862,0,0,0,2,4,1,2,1,2,2,2,0,2
28863,1,1,0,0,1,0,2,1,1,0,2,0,1
28864,1,2,0,0,1,0,1,1,1,0,1,0,1
28865,3,1,0,0,0,0,2,1,1,0,1,0,1
28866,3,4,0,0,1,1,1,1,1,2,1,2,1
28867,3,4,1,0,0,0,2,1,1,1,1,1,1
28868,1,2,1,0,1,0,1,1,1,1,1,1,1
28869,0,2,0,3,2,0,1,1,2,0,1,0,2
28870,2,2,1,0,1,0,2,1,1,1,2,2,1
28871,0,0,0,0,1,0,2,2,0,0,2,0,2
28872,1,0,0,0,0,0,1,1,1,0,0,0,1
28873,0,0,0,3,2,1,2,1,2,2,2,2,2
28874,3,1,0,0,2,0,2,1,1,0,2,0,1
28875,0,1,0,3,1,0,2,2,2,0,1,0,2
28876,3,2,2,0,4,0,1,2,1,1,2,2,1
28877,3,4,0,0,0,0,2,1,1,0,1,0,1
28878,0,3,0,1,0,1,2,1,2,2,1,2,2
28879,0,0,0,2,3,0,1,2,2,0,2,2,2
28880,0,0,0,0,1,0,2,1,0,0,2,1,2
28881,2,2,1,2,2,1,1,2,2,2,2,0,1
28882,0,1,0,3,2,1,1,2,2,2,1,1,2
28883,1,1,2,1,3,0,1,2,1,1,2,2,2
28884,0,0,0,1,4,2,1,2,2,2,2,0,2
28885,0,1,0,0,1,0,1,2,0,0,1,2,2
28886,0,2,0,1,1,0,2,2,2,0,1,2,2
28887,0,1,0,1,1,1,2,1,2,2,1,0,2
28888,0,2,0,2,2,1,1,1,2,2,2,0,2
28889,3,1,0,0,0,0,1,1,1,0,1,1,1
28890,0,1,0,1,2,1,2,2,2,2,2,0,2
28891,1,0,0,1,5,2,1,1,2,2,2,2,1
28892,1,2,0,0,0,0,1,1,1,0,1,1,1
28893,0,0,0,2,2,0,2,2,2,0,2,0,2
28894,0,0,0,2,1,0,2,2,2,0,2,0,2
28895,2,2,1,0,1,0,2,2,1,1,2,0,1
28896,2,3,0,0,0,0,2,1,1,0,1,0,1
28897,3,3,1,0,0,0,2,1,1,1,1,1,1
28898,2,2,0,0,0,0,1,1,1,0,1,1,1
28899,0,0,0,0,1,0,1,2,0,0,2,0,2
28900,0,0,0,3,2,1,1,2,2,2,2,0,2
28901,1,2,0,0,0,0,1,1,1,0,1,1,1
28902,0,1,0,2,1,0,1,2,2,0,1,2,2
28903,0,1,0,1,2,0,1,2,2,0,2,0,2
28904,1,1,0,0,1,0,1,1,1,0,2,0,1
28905,0,1,0,1,3,2,1,1,2,2,2,1,2
28906,3,2,0,0,1,1,1,2,1,2,1,1,1
28907,2,3,0,0,0,0,2,1,1,0,1,0,1
28908,0,0,0,2,3,1,1,1,2,2,2,1,2
28909,0,0,0,1,2,1,1,2,2,2,2,2,2
28910,2,2,0,0,1,0,2,1,1,0,1,0,1
28911,2,2,0,0,0,0,1,1,1,0,1,1,1
28912,0,3,0,2,0,2,1,1,2,2,1,1,2
28913,0,0,0,1,4,1,2,2,2,2,2,2,2
28914,0,2,0,2,2,1,1,2,2,2,2,2,2
28915,1,3,0,0,0,0,1,1,1,0,1,1,1
28916,3,3,1,0,1,0,1,1,1,1,1,0,1
28917,2,3,1,0,0,0,1,1,1,1,1,0,1
28918,1,2,1,0,1,0,1,1,1,1,2,0,1
28919,0,0,0,1,2,0,1,2,2,0,2,2,2
28920,0,1,0,3,2,1,1,2,2,2,1,1,2
28921,2,2,0,2,2,1,2,2,1,2,1,0,2
28922,4,2,1,0,1,0,1,1,1,1,1,0,1
28923,2,3,1,0,0,0,2,1,1,1,1,1,1
28924,2,2,0,0,0,0,2,1,1,0,1,0,1
28925,0,0,0,1,1,0,1,2,2,0,2,2,2
28926,0,1,0,1,2,1,1,2,2,2,1,0,2
28927,0,0,0,0,1,0,2,2,0,0,2,0,2
28928,3,2,0,0,0,0,1,2,1,0,1,1,1
28929,0,0,0,2,2,0,1,2,2,0,2,0,2
28930,0,0,0,2,3,1,1,1,2,2,2,0,2
28931,1,3,0,0,0,0,1,1,1,0,1,0,1
28932,3,3,0,0,0,0,1,1,1,0,1,1,1
28933,0,0,0,0,0,0,1,2,0,0,0,0,1
28934,2,2,0,0,0,0,1,1,1,0,1,0,1
28935,1,1,0,0,0,0,1,1,1,0,1,0,1
28936,0,1,0,2,1,0,1,2,2,0,2,0,2
28937,1,2,0,0,0,0,1,1,1,0,1,1,1
28938,0,0,0,1,2,1,2,1,2,2,2,0,2
28939,0,1,0,0,1,0,1,1,0,0,2,2,1
28940,0,2,0,2,1,0,2,2,2,0,1,0,2
28941,2,2,0,1,2,1,2,1,1,2,2,2,2
28942,2,2,1,0,0,0,2,1,1,1,1,0,1
28943,0,0,0,2,2,0,1,2,2,0,2,0,2
28944,0,0,0,2,4,1,1,2,2,2,2,2,2
28945,0,1,0,2,1,2,2,1,2,2,1,0,2
28946,1,1,0,1,2,0,2,2,2,0,2,0,2
28947,0,1,0,4,2,1,1,2,2,2,1,1,2
28948,2,1,1,0,1,0,1,1,1,1,2,0,1
28949,1,3,1,0,0,0,1,2,1,1,1,0,1
28950,6,2,1,5,2,1,1,1,1,2,2,0,2
28951,2,2,1,0,0,0,1,1,1,1,1,1,1
28952,0,0,0,3,4,2,1,2,2,2,2,0,2
28953,2,2,0,0,0,0,1,1,1,0,1,1,1
28954,0,2,0,1,0,1,1,2,2,2,1,2,2
28955,0,2,0,1,1,1,2,2,2,2,1,2,2
28956,4,4,1,1,1,1,1,1,1,2,2,0,1
28957,3,2,1,0,1,0,1,1,1,1,1,1,1
28958,0,2,1,0,0,0,1,1,0,1,1,1,1
28959,2,2,1,0,1,0,1,1,1,1,2,1,1
28960,1,1,0,0,0,0,1,1,1,0,1,0,1
28961,0,0,1,1,3,0,1,1,2,1,2,2,2
28962,3,1,0,0,1,0,2,2,1,0,2,1,1
28963,2,1,0,0,0,0,1,1,1,0,1,0,1
28964,2,1,0,0,0,0,1,1,1,0,1,0,1
28965,0,1,0,0,0,0,1,1,0,0,1,0,1
28966,1,4,1,0,0,0,2,2,1,1,1,2,1
28967,0,1,0,2,3,1,2,2,2,2,2,0,2
28968,2,0,0,0,2,1,2,2,1,2,2,0,1
28969,1,1,0,0,0,0,1,1,1,0,1,1,1
28970,4,4,1,1,0,1,2,1,1,1,1,0,1
28971,0,0,0,3,4,1,1,2,2,2,2,0,2
28972,0,0,0,0,2,0,2,2,0,0,2,2,2
28973,1,2,0,0,0,0,2,1,1,0,1,2,1
28974,3,2,1,0,0,0,2,1,1,1,1,0,1
28975,0,0,0,1,3,1,2,2,2,2,2,0,2
28976,1,2,0,0,0,0,1,1,1,0,1,0,1
28977,0,0,0,0,0,0,2,0,0,0,0,0,2
28978,1,3,1,0,1,0,1,1,1,1,2,0,1
28979,3,1,0,0,2,0,2,1,1,0,2,1,1
28980,1,1,0,0,0,0,1,1,1,0,1,0,1
28981,3,4,0,0,0,0,1,1,1,0,1,0,1
28982,1,3,1,0,1,0,1,2,1,1,1,0,1
28983,0,0,0,3,3,1,2,2,2,2,2,2,2
28984,3,4,2,0,0,0,2,1,1,1,1,1,1
28985,0,0,0,3,2,0,2,2,2,0,2,0,2
28986,1,2,1,0,1,1,1,2,1,2,2,1,1
28987,1,0,0,1,2,0,2,1,2,0,2,2,2
28988,0,1,0,0,1,1,2,1,0,2,2,0,2
28989,0,0,0,2,3,1,1,2,2,2,2,0,2
28990,2,2,0,0,1,0,1,1,1,0,2,1,1
28991,3,1,0,0,1,0,2,1,1,0,2,0,1
28992,1,2,1,0,0,0,1,1,1,1,1,0,1
28993,0,1,0,3,1,1,2,2,2,2,1,2,2
28994,0,1,0,1,1,0,2,1,2,0,2,0,2
28995,0,0,0,0,1,0,1,1,0,0,2,1,1
28996,0,2,0,2,3,1,2,2,2,2,1,0,2
28997,2,2,0,0,0,0,1,1,1,0,1,0,1
28998,0,0,0,0,0,0,1,0,0,0,0,0,1
28999,1,2,1,0,0,0,1,1,1,1,1,1,1
29000,1,1,1,0,1,0,1,1,1,1,1,0,1
29001,3,1,0,0,1,0,1,1,1,0,2,0,1
29002,0,1,0,3,1,0,2,2,2,0,1,1,2
29003,1,2,0,0,1,1,2,1,1,2,2,0,1
29004,1,0,0,0,0,0,1,1,1,0,0,0,1
29005,0,0,0,2,3,1,2,2,2,2,2,0,2
29006,0,0,0,2,3,0,2,2,2,0,2,2,2
29007,2,1,0,0,0,0,1,1,1,0,1,0,1
29008,0,1,0,1,1,1,2,2,2,2,1,1,2
29009,2,0,1,0,2,0,2,2,1,1,2,1,1
29010,1,2,0,0,1,0,1,1,1,0,1,1,1
29011,0,0,0,2,3,1,2,1,2,2,2,0,2
29012,4,3,1,0,0,0,1,1,1,1,1,1,1
29013,0,0,0,0,1,0,2,2,0,0,2,0,2
29014,0,2,0,3,3,1,2,1,2,2,2,0,2
29015,0,0,0,0,0,0,0,0,0,0,0,0,1
29016,0,0,0,2,4,0,1,2,2,0,2,0,2
29017,0,0,0,1,2,1,2,2,2,2,2,2,2
29018,0,0,0,1,2,0,2,2,2,0,2,0,2
29019,1,1,1,0,1,0,2,1,1,1,1,0,1
29020,0,1,0,1,2,1,2,2,2,2,2,0,2
29021,0,1,0,1,1,0,2,2,2,0,1,0,2
29022,0,0,0,2,1,0,2,2,2,0,2,2,2
29023,1,3,1,0,0,0,1,1,1,1,1,0,1
29024,0,0,0,1,3,0,1,1,2,0,2,2,2
29025,0,2,1,2,0,0,1,1,2,1,1,0,2
29026,2,3,0,1,0,1,1,1,1,2,1,1,1
29027,3,2,0,0,1,0,1,1,1,0,2,0,1
29028,4,4,1,0,1,1,2,1,1,1,1,0,1
29029,0,1,1,4,3,0,2,2,2,1,2,0,2
29030,1,1,0,0,1,0,1,1,1,0,2,0,1
29031,0,0,0,1,2,1,2,2,2,2,2,0,2
29032,0,1,0,1,3,1,1,1,2,2,2,1,2
29033,0,3,1,0,0,0,2,2,0,1,1,0,1
29034,3,2,0,0,0,0,1,1,1,0,1,0,1
29035,0,0,0,1,3,0,1,1,2,0,2,0,2
29036,1,4,1,0,0,0,1,1,1,1,1,1,1
29037,0,3,1,5,1,1,1,2,2,2,1,0,2
29038,2,1,1,0,1,0,1,1,1,1,2,1,1
29039,1,2,1,0,3,0,1,2,1,1,2,2,1
29040,0,2,0,1,1,0,2,2,2,0,1,0,2
29041,2,2,0,0,0,0,1,1,1,0,1,0,1
29042,2,2,1,1,2,1,1,1,1,1,1,0,2
29043,2,2,1,0,1,0,1,2,1,1,2,0,1
29044,0,0,0,2,3,1,2,2,2,2,2,2,2
29045,2,3,1,0,0,0,2,1,1,1,1,2,1
29046,0,0,0,0,0,0,1,1,0,0,0,0,1
29047,2,2,0,0,0,0,1,1,1,0,1,1,1
29048,0,2,1,0,2,1,2,2,0,2,2,0,1
29049,0,1,0,5,4,2,2,1,2,2,2,1,2
29050,0,1,0,4,2,3,1,1,2,2,2,0,2
29051,2,2,0,1,3,1,1,1,1,2,1,1,2
29052,0,0,0,2,2,1,2,2,2,2,2,0,2
29053,0,0,0,2,2,0,2,2,2,0,2,2,2
29054,1,3,0,3,2,2,2,2,1,2,2,0,2
29055,0,0,0,0,3,0,2,2,0,0,2,0,2
29056,1,2,1,0,0,0,1,1,1,1,1,0,1
29057,2,4,1,0,0,0,2,2,1,1,1,0,1
29058,1,3,1,0,0,0,2,1,1,1,1,2,1
29059,0,2,0,2,2,1,2,2,2,2,1,1,2
29060,0,1,0,1,0,0,1,2,2,0,1,0,2
29061,0,0,0,1,1,0,2,2,2,0,2,2,2
29062,0,0,0,1,3,1,1,2,2,2,2,1,2
29063,0,0,0,2,3,0,2,2,2,0,2,2,2
29064,1,1,0,0,0,0,1,1,1,0,1,0,1
29065,3,3,0,0,0,0,1,1,1,0,1,1,1
29066,1,2,0,0,0,0,1,1,1,0,1,0,1
29067,0,0,0,2,3,0,2,2,2,0,2,2,2
29068,3,1,0,0,0,0,1,2,1,0,1,0,1
29069,0,0,0,0,0,0,1,0,0,0,0,0,2
29070,1,2,1,3,3,0,1,1,2,1,1,0,1
29071,1,1,1,0,1,0,2,1,1,1,2,2,1
29072,0,0,0,2,2,1,1,2,2,2,2,2,2
29073,1,2,1,0,0,0,2,1,1,1,1,1,1
29074,1,2,0,0,0,0,1,1,1,0,1,0,1
29075,2,2,0,0,0,0,1,1,1,0,1,1,1
29076,0,1,0,2,3,1,1,2,2,2,2,0,2
29077,2,2,0,0,2,0,1,1,1,0,2,0,1
29078,1,4,0,0,1,0,1,2,1,0,1,0,1
29079,0,1,0,2,2,1,2,2,2,2,2,0,2
29080,3,2,0,0,0,0,1,1,1,0,1,1,1
29081,1,2,2,2,1,0,1,2,2,1,2,2,1
29082,0,0,0,1,2,0,2,2,2,0,2,0,2
29083,0,2,0,1,1,1,2,2,2,2,2,2,2
29084,0,0,0,2,4,1,2,2,2,2,2,0,2
29085,2,3,1,0,0,0,1,2,1,1,1,1,1
29086,2,4,1,0,2,0,2,1,1,1,2,0,1
29087,1,3,0,0,1,1,2,2,1,2,1,2,1
29088,0,0,0,2,0,0,2,2,2,0,0,0,2
29089,2,2,1,0,0,0,1,1,1,1,1,0,1
29090,0,1,0,0,0,0,2,1,0,0,1,1,1
29091,2,2,0,0,1,0,1,1,1,0,2,0,1
29092,0,0,0,2,3,1,2,2,2,2,2,2,2
29093,0,0,0,2,2,1,2,2,2,2,2,2,2
29094,0,0,0,2,1,0,1,2,2,0,2,2,2
29095,0,1,0,2,3,1,1,1,2,2,2,1,2
29096,3,2,0,0,0,0,2,1,1,0,1,0,1
29097,2,3,1,0,1,0,2,1,1,1,1,1,1
29098,0,2,0,1,1,1,1,2,2,2,2,1,2
29099,3,2,2,0,1,0,1,1,1,1,1,0,1
29100,0,1,0,2,2,0,1,1,2,0,1,2,2
29101,3,1,2,0,1,0,1,1,1,1,2,0,1
29102,0,2,1,5,1,0,1,1,2,1,1,0,2
29103,1,0,0,0,3,1,2,1,1,2,2,1,2
29104,0,0,1,2,4,0,2,2,2,1,2,0,2
29105,0,0,0,1,3,1,2,2,2,2,2,1,2
29106,2,2,1,0,0,0,1,1,1,1,1,0,1
29107,1,3,1,0,0,0,2,2,1,1,1,1,1
29108,2,2,0,0,0,0,1,1,1,0,1,0,1
29109,2,1,1,0,3,0,1,1,1,1,2,1,1
29110,2,2,0,0,0,0,2,2,1,0,1,0,1
29111,0,0,0,2,2,0,1,2,2,0,2,0,2
29112,6,3,2,0,2,0,2,2,1,1,2,1,1
29113,4,2,2,0,3,0,2,2,1,1,2,1,1
29114,0,0,0,3,2,1,2,2,2,2,2,2,2
29115,4,3,0,0,0,0,1,1,1,0,1,0,1
29116,1,2,0,0,0,0,1,1,1,0,1,1,1
29117,1,2,0,0,0,0,1,1,1,0,1,0,1
29118,0,0,0,2,2,0,2,1,2,0,2,0,2
29119,0,0,0,0,2,0,1,2,0,0,2,0,2
29120,0,4,1,1,0,1,2,2,2,1,1,0,2
29121,0,0,0,0,0,0,0,0,0,0,0,0,1
29122,0,1,1,3,2,0,1,1,2,1,1,2,2
29123,3,3,1,0,0,0,1,1,1,1,1,1,1
29124,3,2,1,0,1,0,2,1,1,1,1,1,1
29125,1,3,1,0,2,0,1,1,1,1,1,1,1
29126,1,2,1,0,0,0,1,1,1,1,1,2,1
29127,0,2,1,2,2,1,2,1,2,1,1,0,2
29128,1,2,1,0,1,0,2,2,1,1,2,2,1
29129,0,0,0,0,1,0,2,2,0,0,2,0,2
29130,1,1,1,0,3,0,2,1,1,1,2,0,1
29131,2,0,2,0,4,0,1,2,1,1,2,0,1
29132,2,1,0,0,0,0,1,1,1,0,1,0,1
29133,0,0,0,1,2,1,2,2,2,2,2,2,2
29134,0,1,0,1,1,0,2,2,2,0,2,2,2
29135,3,2,1,0,1,0,2,1,1,1,1,0,1
29136,0,1,0,3,1,0,1,1,2,0,1,2,2
29137,0,2,0,2,1,1,2,2,2,2,1,0,2
29138,0,0,0,0,0,0,2,2,0,0,0,0,2
29139,0,1,1,3,2,1,1,1,2,2,2,0,2
29140,0,1,0,0,1,0,2,1,0,0,2,1,1
29141,1,1,1,0,2,0,1,2,1,1,1,2,1
29142,0,1,0,3,3,1,1,2,2,2,2,2,2
29143,3,2,0,0,1,0,2,2,1,0,1,2,1
29144,1,1,0,0,1,0,2,1,1,0,2,2,1
29145,1,1,1,0,1,0,2,1,1,1,1,0,1
29146,0,0,0,0,1,0,1,1,0,0,2,1,1
29147,3,1,1,0,4,1,2,2,1,2,2,2,1
29148,0,0,0,3,4,2,2,1,2,2,2,1,2
29149,0,1,0,3,2,0,2,2,2,0,1,0,2
29150,2,3,0,0,0,0,1,1,1,0,1,0,1
29151,0,2,1,2,2,1,1,1,2,1,2,0,2
29152,0,0,0,0,1,0,2,2,0,0,2,2,2
29153,0,1,0,3,1,1,2,1,2,2,2,0,2
29154,1,1,0,0,1,0,2,2,1,0,2,0,1
29155,1,5,2,2,0,1,2,2,2,1,1,0,1
29156,0,1,0,2,3,1,2,1,2,2,2,0,2
29157,3,3,1,0,2,1,2,2,1,1,1,0,1
29158,2,2,0,0,0,0,2,1,1,0,1,0,1
29159,2,2,1,0,1,0,2,1,1,1,2,1,1
29160,1,3,1,0,1,1,1,1,1,2,1,1,1
29161,3,3,1,0,0,0,1,1,1,1,1,1,1
29162,0,3,0,4,1,1,2,1,2,2,1,0,2
29163,0,2,0,1,2,1,1,2,2,2,1,2,2
29164,0,0,0,0,2,0,1,2,0,0,2,0,2
29165,0,0,0,0,2,0,1,1,0,0,2,2,2
29166,2,3,0,0,0,0,1,1,1,0,1,0,1
29167,0,1,0,2,2,1,2,2,2,2,1,2,2
29168,0,0,0,3,1,0,2,1,2,0,2,2,2
29169,2,1,1,0,0,0,1,2,1,1,1,0,1
29170,0,3,0,2,0,2,2,1,2,2,1,1,2
29171,0,0,0,3,2,0,1,2,2,0,2,0,2
29172,1,3,2,0,2,0,2,2,1,1,2,2,1
29173,0,0,0,3,3,0,2,2,2,0,2,2,2
29174,2,2,1,0,1,0,2,2,1,1,2,0,1
29175,0,0,0,3,2,0,2,2,2,0,2,2,2
29176,0,0,0,2,2,1,1,1,2,2,2,1,2
29177,3,3,1,0,1,0,2,2,1,1,2,2,1
29178,3,2,0,0,0,0,1,2,1,0,1,1,1
29179,2,2,0,0,1,1,2,2,1,2,1,2,1
29180,0,3,1,2,1,1,2,1,2,2,1,2,2
29181,0,1,0,2,1,0,2,2,2,0,1,0,2
29182,0,0,0,4,3,1,1,2,2,2,2,0,2
29183,0,0,0,1,3,0,2,2,2,0,2,2,2
29184,0,0,0,0,0,0,1,1,0,0,0,1,1
29185,1,0,0,0,4,0,1,2,1,0,2,2,1
29186,0,0,0,2,3,1,2,1,2,2,2,0,2
29187,2,2,1,0,0,0,2,1,1,1,1,1,1
29188,2,1,1,1,1,0,1,1,2,1,2,0,1
29189,3,1,2,0,3,0,1,1,1,1,2,0,1
29190,0,0,0,0,0,0,2,0,0,0,0,0,2
29191,5,4,2,0,0,1,1,2,1,1,1,1,1
29192,2,0,2,0,3,0,1,1,1,1,2,2,1
29193,3,2,0,0,0,0,1,1,1,0,1,0,1
29194,0,1,0,1,1,1,2,2,2,2,2,0,2
29195,2,2,0,0,0,0,1,2,1,0,1,1,1
29196,2,1,0,0,0,0,2,1,1,0,1,0,1
29197,0,0,0,0,1,0,2,2,0,0,2,2,2
29198,0,0,0,3,3,0,1,2,2,0,2,0,2
29199,2,2,1,0,1,0,1,1,1,1,1,0,1
29200,0,0,0,4,2,1,2,1,2,2,2,2,2
29201,1,2,1,0,0,0,2,2,1,1,1,1,1
29202,3,2,0,0,0,0,1,1,1,0,1,1,1
29203,3,2,1,0,1,0,1,1,1,1,2,1,1
29204,2,2,1,0,0,0,2,1,1,1,1,1,1
29205,2,3,0,1,1,1,2,2,1,2,1,1,1
29206,0,0,0,1,2,0,1,2,2,0,2,2,2
29207,0,1,0,4,3,2,1,1,2,2,2,1,2
29208,0,0,0,2,3,1,2,2,2,2,2,2,2
29209,0,0,0,1,2,0,2,2,2,0,2,2,2
29210,3,3,0,0,0,0,1,1,1,0,1,1,1
29211,2,2,0,0,1,0,2,1,1,0,1,1,1
29212,0,0,0,1,2,0,1,2,2,0,2,0,2
29213,2,3,0,0,0,0,2,1,1,0,1,0,1
29214,1,1,0,1,1,1,2,2,1,2,1,1,2
29215,2,3,1,0,1,0,1,1,1,1,1,1,1
29216,3,2,1,0,0,0,2,1,1,1,1,0,1
29217,1,0,0,5,4,1,2,1,2,2,2,2,2
29218,1,1,1,0,1,0,2,2,1,1,2,1,1
29219,3,1,1,0,2,0,1,1,1,1,2,0,1
29220,0,0,0,0,0,0,1,0,0,0,0,0,2
29221,1,4,0,1,0,1,1,1,2,2,1,1,2
29222,0,0,0,3,3,1,1,2,2,2,2,2,2
29223,0,2,0,1,2,1,1,1,2,2,2,0,2
29224,0,0,0,3,2,0,2,2,2,0,2,2,2
29225,1,4,1,0,0,0,2,1,1,1,1,1,1
29226,0,0,0,2,2,1,2,2,2,2,2,0,2
29227,0,0,0,2,1,0,2,2,2,0,2,0,2
29228,3,3,2,0,0,0,1,1,1,1,1,1,1
29229,3,1,1,0,1,0,1,1,1,1,2,0,1
29230,4,1,1,0,3,0,1,2,1,1,2,0,1
29231,1,2,0,0,0,0,1,1,1,0,1,0,1
29232,4,2,1,0,3,0,2,2,1,1,2,2,1
29233,3,3,1,2,0,0,1,1,1,1,1,2,1
29234,1,2,0,5,3,1,1,2,2,2,1,0,1
29235,2,2,0,0,0,0,1,1,1,0,1,0,1
29236,0,1,1,4,2,1,2,2,2,1,2,1,2
29237,0,2,0,3,2,1,2,2,2,2,1,2,2
29238,3,3,1,0,0,0,1,1,1,1,1,1,1
29239,0,0,0,5,4,2,2,1,2,2,2,2,2
29240,1,3,0,0,0,0,2,2,1,0,1,0,1
29241,1,2,1,0,1,0,1,1,1,1,1,1,1
29242,1,3,0,5,1,0,2,2,2,0,1,2,1
29243,2,3,1,0,1,0,1,1,1,1,1,1,1
29244,0,0,0,0,2,0,2,2,0,0,2,0,2
29245,0,1,0,3,3,1,2,2,2,2,1,1,2
29246,0,0,0,0,0,0,1,0,0,0,0,0,1
29247,0,0,0,3,3,1,2,2,2,2,2,2,2
29248,0,1,0,1,1,1,1,2,2,2,2,2,2
29249,0,2,0,3,1,1,1,2,2,2,2,2,2
29250,2,1,0,0,0,0,2,1,1,0,1,0,1
29251,0,0,0,2,3,1,1,1,2,2,2,1,2
29252,0,0,0,0,0,0,1,0,0,0,0,0,1
29253,2,2,0,0,0,0,1,1,1,0,1,0,1
29254,1,2,0,0,1,0,2,2,1,0,2,0,1
29255,1,2,1,0,0,0,1,1,1,1,1,0,1
29256,0,1,0,1,2,0,2,2,2,0,2,0,2
29257,1,2,1,0,0,0,1,2,1,1,1,2,1
29258,3,1,1,0,0,0,2,1,1,1,1,0,1
29259,0,0,0,0,0,0,0,0,0,0,0,0,2
29260,0,0,0,3,5,2,1,1,2,2,2,0,2
29261,1,3,2,4,2,1,2,2,2,1,1,0,2
29262,4,4,1,2,1,2,2,2,1,2,1,2,2
29263,0,2,0,2,2,2,1,1,2,2,2,0,2
29264,2,3,1,0,0,0,1,1,1,1,1,1,1
29265,1,2,0,0,1,0,1,1,1,0,1,1,1
29266,3,1,1,0,3,0,1,1,1,1,2,0,1
29267,1,0,0,0,2,0,2,2,1,0,2,1,1
29268,2,2,1,0,0,0,1,1,1,1,1,1,1
29269,0,1,0,1,1,0,2,2,2,0,1,2,2
29270,2,3,1,0,0,0,1,1,1,1,1,1,1
29271,2,3,1,0,1,0,1,1,1,1,2,0,1
29272,2,2,1,0,2,0,2,2,1,1,1,0,1
29273,0,1,1,1,1,0,2,2,2,1,2,2,2
29274,0,0,0,2,4,2,1,2,2,2,2,0,2
29275,2,1,1,0,0,0,1,1,1,1,1,1,1
29276,0,0,0,0,2,0,2,2,0,0,2,0,2
29277,0,0,0,3,2,0,2,2,2,0,2,2,2
29278,1,2,0,0,0,0,1,1,1,0,1,1,1
29279,0,0,0,3,6,2,1,2,2,2,2,2,2
29280,0,3,0,1,1,1,2,2,2,2,1,0,2
29281,0,1,0,3,2,1,2,1,2,2,2,2,2
29282,1,1,2,0,2,0,1,2,1,1,2,2,1
29283,0,3,0,0,0,0,2,1,0,0,1,0,1
29284,0,0,0,1,2,1,1,2,2,2,2,0,2
